run_timestamp,read_time,hand,esp_time_ms,finger,ax_prox,ay_prox,az_prox,yaw_prox,pitch_prox,roll_prox,flex_mcp,flex_pip,yaw_mid,pitch_mid,roll_mid,ax_mid,ay_mid,az_mid
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88868,Middle,-0.00,-0.00,0.00,-0.00,-0.00,0.00,91,2105,-0.03,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88868,Ring,0.00,0.00,-0.00,0.01,-0.00,0.00,2169,2219,-0.03,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88868,Pinky,0.00,-0.00,0.01,0.01,0.00,0.00,1397,1481,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Palm,-0.00,0.00,-0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Thumb,0.00,-0.00,-0.01,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Index,0.00,-0.00,-0.00,0.02,0.00,-0.00,989,2151,0.02,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Middle,0.00,-0.00,-0.00,-0.00,-0.00,0.00,91,2107,-0.03,0.00,-0.00,-0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Ring,0.01,0.00,-0.01,0.01,-0.00,0.00,2172,2219,0.00,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88922,Pinky,0.00,0.00,0.00,0.01,0.00,0.00,1399,1481,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Palm,0.00,0.00,0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Thumb,-0.00,0.00,0.01,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Index,-0.00,-0.00,0.00,0.02,0.00,-0.00,989,2147,0.02,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Middle,-0.00,-0.00,0.00,-0.00,-0.00,0.00,92,2105,-0.03,0.00,-0.00,-0.01,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Ring,0.00,0.00,0.01,0.01,-0.00,0.00,2171,2220,0.00,0.00,-0.00,-0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,88976,Pinky,-0.00,0.00,0.01,0.01,0.00,0.00,1398,1481,0.01,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Palm,-0.01,-0.00,-0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Thumb,-0.00,-0.00,-0.01,-0.01,0.00,-0.00,2135,2094,-0.00,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Index,-0.00,0.01,0.01,0.02,0.00,-0.00,987,2150,0.02,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Middle,-0.00,0.00,-0.00,-0.00,-0.00,0.00,90,2106,-0.03,0.00,-0.00,-0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Ring,0.00,-0.00,-0.00,0.01,-0.00,0.00,2170,2220,0.00,0.00,-0.00,-0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89030,Pinky,-0.00,-0.00,0.00,0.01,0.00,0.00,1398,1480,0.01,0.00,-0.00,0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Palm,-0.00,-0.00,-0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Thumb,0.00,0.00,0.00,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Index,-0.00,-0.00,-0.00,0.02,0.00,-0.00,987,2149,0.02,0.00,-0.00,-0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Middle,0.00,-0.00,0.00,-0.00,-0.00,0.00,90,2105,-0.03,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Ring,-0.00,-0.00,-0.00,0.01,-0.00,0.00,2169,2219,0.00,0.00,-0.00,-0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89084,Pinky,-0.00,-0.00,-0.00,0.01,0.00,0.00,1399,1481,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Palm,0.00,0.00,0.01,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Thumb,0.00,-0.00,-0.00,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Index,-0.00,-0.00,0.01,0.02,0.00,-0.00,987,2153,0.02,0.00,-0.00,0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Middle,0.00,-0.00,-0.00,-0.00,-0.00,0.00,90,2106,-0.03,0.00,-0.00,-0.00,-0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Ring,0.00,-0.01,0.00,0.01,-0.00,0.00,2171,2221,0.00,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:45,Left,89139,Pinky,-0.00,-0.00,0.00,0.01,0.00,0.00,1399,1481,0.01,0.00,-0.00,0.01,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Palm,0.00,0.00,0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.01,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Thumb,0.00,-0.00,-0.00,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Index,0.00,-0.00,-0.00,0.02,0.00,-0.00,987,2149,0.02,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Middle,0.00,0.00,0.00,-0.00,-0.00,0.00,89,2106,-0.03,0.00,-0.00,0.00,0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Ring,0.00,-0.00,0.00,0.01,-0.00,0.00,2171,2220,0.00,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89193,Pinky,-0.01,0.00,0.01,0.01,0.00,0.00,1400,1482,0.01,0.00,-0.00,-0.01,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Palm,-0.00,0.00,-0.01,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,-0.01,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Thumb,-0.00,0.00,0.00,-0.01,0.00,-0.00,2133,2092,-0.00,0.00,-0.00,-0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Index,-0.00,0.00,0.01,0.02,0.00,-0.00,987,2151,0.02,0.00,-0.00,0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Middle,-0.01,-0.00,0.00,-0.00,-0.00,0.00,91,2104,-0.03,0.00,-0.00,-0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Ring,-0.00,0.00,-0.00,0.01,-0.00,0.00,2169,2221,0.00,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89247,Pinky,0.00,0.00,-0.00,0.01,0.00,0.00,1398,1482,0.01,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Palm,0.00,-0.00,0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Thumb,-0.00,0.00,-0.00,-0.01,0.00,-0.00,2136,2091,0.01,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Index,0.00,0.00,0.00,0.02,0.00,-0.00,986,2149,0.01,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Middle,0.00,0.00,0.00,0.02,0.00,-0.00,89,2105,0.01,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Ring,0.00,0.00,0.00,0.02,0.00,-0.00,2171,2219,0.00,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89297,Pinky,0.00,0.00,0.00,0.02,0.00,-0.00,1400,1482,0.00,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Palm,0.00,0.00,0.00,0.02,0.00,-0.00,0,0,0.00,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Thumb,0.00,0.00,0.00,0.02,0.00,-0.00,2135,2075,-0.00,0.00,-0.00,-0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Index,0.00,0.00,0.00,0.02,0.00,-0.00,987,2149,0.02,0.00,-0.00,0.00,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Middle,-0.00,0.00,0.00,-0.00,-0.00,0.00,89,2107,-0.03,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Ring,-0.00,-0.00,-0.01,0.01,-0.00,0.00,2169,2223,-0.03,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89349,Pinky,-0.00,0.00,0.01,0.01,0.00,0.00,1399,1482,0.01,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Palm,0.01,0.00,0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,-0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Thumb,-0.00,0.01,0.00,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Index,-0.00,0.00,-0.00,0.02,0.00,-0.00,986,2151,0.02,0.00,-0.00,-0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Middle,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,93,2105,-0.03,0.00,-0.00,-0.01,0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Ring,-0.01,-0.00,-0.00,0.01,-0.00,0.00,2171,2220,0.00,0.00,-0.00,0.00,-0.00,-0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89403,Pinky,0.00,0.00,0.00,0.01,0.00,0.00,1399,1481,0.01,0.00,-0.00,-0.01,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89457,Palm,0.00,-0.00,-0.00,0.04,-0.00,0.00,0,0,0.01,0.00,-0.00,-0.01,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89457,Thumb,-0.00,-0.00,-0.01,-0.01,0.00,-0.00,2135,2091,-0.00,0.00,-0.00,0.00,0.00,-0.01
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89457,Index,0.00,-0.00,-0.00,0.02,0.00,-0.00,987,2149,0.02,0.00,-0.00,-0.00,-0.00,0.00
2026-04-01 19:38:45,2026-04-01 19:38:46,Left,89457,Middle,0.00,-0.00,-0.00,-0.00,-0.00,0.00,89,2107,-0.03,0.00,-0.00,-0.00,-0.00,-0.00
