pc_timestamp,raw_line
2026-03-09T00:16:17.646,2750
2026-03-09T00:16:17.647,2750
2026-03-09T00:16:17.648,2750
2026-03-09T00:16:17.649,2750
2026-03-09T00:16:17.650,2749
2026-03-09T00:16:17.651,2748
2026-03-09T00:16:17.652,2749
2026-03-09T00:16:17.653,2751
2026-03-09T00:16:17.655,2750
2026-03-09T00:16:17.655,2750
2026-03-09T00:16:17.657,2750
2026-03-09T00:16:17.658,2749
2026-03-09T00:16:17.659,2750
2026-03-09T00:16:17.659,2754
2026-03-09T00:16:17.660,2750
2026-03-09T00:16:17.661,2750
2026-03-09T00:16:17.662,2749
2026-03-09T00:16:17.663,2750
2026-03-09T00:16:17.665,2749
2026-03-09T00:16:17.665,2749
2026-03-09T00:16:17.666,2750
2026-03-09T00:16:17.667,2751
2026-03-09T00:16:17.668,2749
2026-03-09T00:16:17.669,2751
2026-03-09T00:16:17.670,2750
2026-03-09T00:16:17.672,2750
2026-03-09T00:16:17.673,2751
2026-03-09T00:16:17.674,2750
2026-03-09T00:16:17.675,2750
2026-03-09T00:16:17.676,2750
2026-03-09T00:16:17.676,2750
2026-03-09T00:16:17.677,2750
2026-03-09T00:16:17.678,2748
2026-03-09T00:16:17.679,2750
2026-03-09T00:16:17.680,2750
2026-03-09T00:16:17.681,2751
2026-03-09T00:16:17.682,2749
2026-03-09T00:16:17.683,2750
2026-03-09T00:16:17.684,2749
2026-03-09T00:16:17.685,2749
2026-03-09T00:16:17.686,2750
2026-03-09T00:16:17.687,2749
2026-03-09T00:16:17.688,2749
2026-03-09T00:16:17.689,2749
2026-03-09T00:16:17.690,2750
2026-03-09T00:16:17.691,2749
2026-03-09T00:16:17.692,2749
2026-03-09T00:16:17.693,2749
2026-03-09T00:16:17.694,2749
2026-03-09T00:16:17.696,2749
2026-03-09T00:16:17.697,2750
2026-03-09T00:16:17.698,2750
2026-03-09T00:16:17.699,2750
2026-03-09T00:16:17.699,2750
2026-03-09T00:16:17.701,2749
2026-03-09T00:16:17.702,2748
2026-03-09T00:16:17.703,2748
2026-03-09T00:16:17.704,2748
2026-03-09T00:16:17.705,2750
2026-03-09T00:16:17.705,2750
2026-03-09T00:16:17.706,2749
2026-03-09T00:16:17.707,2750
2026-03-09T00:16:17.708,2750
2026-03-09T00:16:17.709,2750
2026-03-09T00:16:17.710,2749
2026-03-09T00:16:17.711,2749
2026-03-09T00:16:17.712,2749
2026-03-09T00:16:17.713,2750
2026-03-09T00:16:17.714,2749
2026-03-09T00:16:17.715,2749
2026-03-09T00:16:17.717,2749
2026-03-09T00:16:17.718,2749
2026-03-09T00:16:17.719,2748
2026-03-09T00:16:17.720,2748
2026-03-09T00:16:17.721,2749
2026-03-09T00:16:17.722,2750
2026-03-09T00:16:17.723,2750
2026-03-09T00:16:17.724,2749
2026-03-09T00:16:17.725,2750
2026-03-09T00:16:17.725,2749
2026-03-09T00:16:17.726,2746
2026-03-09T00:16:17.727,2750
2026-03-09T00:16:17.728,2749
2026-03-09T00:16:17.729,2749
2026-03-09T00:16:17.730,2749
2026-03-09T00:16:17.731,2749
2026-03-09T00:16:17.732,2750
2026-03-09T00:16:17.733,2750
2026-03-09T00:16:17.734,2749
2026-03-09T00:16:17.735,2749
2026-03-09T00:16:17.737,2749
2026-03-09T00:16:17.738,2749
2026-03-09T00:16:17.739,2750
2026-03-09T00:16:17.740,2749
2026-03-09T00:16:17.741,2750
2026-03-09T00:16:17.742,2750
2026-03-09T00:16:17.743,2749
2026-03-09T00:16:17.744,2749
2026-03-09T00:16:17.745,2749
2026-03-09T00:16:17.745,2749
2026-03-09T00:16:17.746,2749
2026-03-09T00:16:17.747,2748
2026-03-09T00:16:17.748,2750
2026-03-09T00:16:17.749,2749
2026-03-09T00:16:17.750,2749
2026-03-09T00:16:17.751,2749
2026-03-09T00:16:17.752,2748
2026-03-09T00:16:17.753,2749
2026-03-09T00:16:17.754,2749
2026-03-09T00:16:17.755,2750
2026-03-09T00:16:17.757,2749
2026-03-09T00:16:17.758,2749
2026-03-09T00:16:17.759,2749
2026-03-09T00:16:17.760,2750
2026-03-09T00:16:17.761,2749
2026-03-09T00:16:17.762,2749
2026-03-09T00:16:17.763,2751
2026-03-09T00:16:17.764,2749
2026-03-09T00:16:17.765,2749
2026-03-09T00:16:17.765,2749
2026-03-09T00:16:17.766,2750
2026-03-09T00:16:17.767,2749
2026-03-09T00:16:17.768,2750
2026-03-09T00:16:17.769,2750
2026-03-09T00:16:17.770,2749
2026-03-09T00:16:17.771,2751
2026-03-09T00:16:17.773,2749
2026-03-09T00:16:17.774,2750
2026-03-09T00:16:17.775,2749
2026-03-09T00:16:17.775,2749
2026-03-09T00:16:17.776,2751
2026-03-09T00:16:17.777,2749
2026-03-09T00:16:17.778,2750
2026-03-09T00:16:17.779,2749
2026-03-09T00:16:17.780,2750
2026-03-09T00:16:17.781,2750
2026-03-09T00:16:17.782,2750
2026-03-09T00:16:17.783,2750
2026-03-09T00:16:17.784,2750
2026-03-09T00:16:17.786,2750
2026-03-09T00:16:17.787,2750
2026-03-09T00:16:17.788,2750
2026-03-09T00:16:17.789,2750
2026-03-09T00:16:17.790,2750
2026-03-09T00:16:17.791,2749
2026-03-09T00:16:17.792,2750
2026-03-09T00:16:17.793,2749
2026-03-09T00:16:17.794,2749
2026-03-09T00:16:17.795,2749
2026-03-09T00:16:17.796,2750
2026-03-09T00:16:17.796,2750
2026-03-09T00:16:17.798,2749
2026-03-09T00:16:17.798,2750
2026-03-09T00:16:17.799,2749
2026-03-09T00:16:17.800,2749
2026-03-09T00:16:17.801,2749
2026-03-09T00:16:17.802,2749
2026-03-09T00:16:17.803,2749
2026-03-09T00:16:17.804,2749
2026-03-09T00:16:17.805,2749
2026-03-09T00:16:17.807,2750
2026-03-09T00:16:17.808,2749
2026-03-09T00:16:17.809,2749
2026-03-09T00:16:17.810,2749
2026-03-09T00:16:17.811,2749
2026-03-09T00:16:17.812,2748
2026-03-09T00:16:17.813,2749
2026-03-09T00:16:17.814,2750
2026-03-09T00:16:17.815,2750
2026-03-09T00:16:17.815,2749
2026-03-09T00:16:17.816,2748
2026-03-09T00:16:17.817,2749
2026-03-09T00:16:17.818,2749
2026-03-09T00:16:17.819,2748
2026-03-09T00:16:17.820,2749
2026-03-09T00:16:17.821,2749
2026-03-09T00:16:17.822,2750
2026-03-09T00:16:17.823,2749
2026-03-09T00:16:17.824,2749
2026-03-09T00:16:17.825,2749
2026-03-09T00:16:17.827,2749
2026-03-09T00:16:17.828,2749
2026-03-09T00:16:17.829,2749
2026-03-09T00:16:17.830,2749
2026-03-09T00:16:17.831,2749
2026-03-09T00:16:17.832,2749
2026-03-09T00:16:17.833,2748
2026-03-09T00:16:17.834,2749
2026-03-09T00:16:17.835,2749
2026-03-09T00:16:17.835,2750
2026-03-09T00:16:17.836,2749
2026-03-09T00:16:17.837,2749
2026-03-09T00:16:17.838,2750
2026-03-09T00:16:17.839,2749
2026-03-09T00:16:17.840,2750
2026-03-09T00:16:17.841,2748
2026-03-09T00:16:17.842,2749
2026-03-09T00:16:17.843,2748
2026-03-09T00:16:17.844,2749
2026-03-09T00:16:17.845,2750
2026-03-09T00:16:17.847,2750
2026-03-09T00:16:17.848,2749
2026-03-09T00:16:17.849,2750
2026-03-09T00:16:17.850,2750
2026-03-09T00:16:17.851,2748
2026-03-09T00:16:17.852,2749
2026-03-09T00:16:17.853,2750
2026-03-09T00:16:17.854,2749
2026-03-09T00:16:17.855,2749
2026-03-09T00:16:17.855,2750
2026-03-09T00:16:17.856,2749
2026-03-09T00:16:17.857,2749
2026-03-09T00:16:17.858,2750
2026-03-09T00:16:17.859,2749
2026-03-09T00:16:17.860,2750
2026-03-09T00:16:17.861,2750
2026-03-09T00:16:17.862,2749
2026-03-09T00:16:17.863,2749
2026-03-09T00:16:17.864,2749
2026-03-09T00:16:17.865,2750
2026-03-09T00:16:17.866,2750
2026-03-09T00:16:17.868,2749
2026-03-09T00:16:17.869,2749
2026-03-09T00:16:17.870,2749
2026-03-09T00:16:17.871,2749
2026-03-09T00:16:17.872,2749
2026-03-09T00:16:17.872,2749
2026-03-09T00:16:17.874,2750
2026-03-09T00:16:17.874,2750
2026-03-09T00:16:17.875,2749
2026-03-09T00:16:17.876,2750
2026-03-09T00:16:17.878,2750
2026-03-09T00:16:17.878,2749
2026-03-09T00:16:17.879,2750
2026-03-09T00:16:17.880,2749
2026-03-09T00:16:17.881,2750
2026-03-09T00:16:17.882,2751
2026-03-09T00:16:17.883,2749
2026-03-09T00:16:17.884,2750
2026-03-09T00:16:17.885,2749
2026-03-09T00:16:17.887,2748
2026-03-09T00:16:17.888,2750
2026-03-09T00:16:17.889,2749
2026-03-09T00:16:17.890,2750
2026-03-09T00:16:17.891,2750
2026-03-09T00:16:17.892,2749
2026-03-09T00:16:17.893,2750
2026-03-09T00:16:17.894,2749
2026-03-09T00:16:17.895,2749
2026-03-09T00:16:17.895,2749
2026-03-09T00:16:17.896,2749
2026-03-09T00:16:17.897,2749
2026-03-09T00:16:17.898,2750
2026-03-09T00:16:17.899,2750
2026-03-09T00:16:17.900,2749
2026-03-09T00:16:17.901,2750
2026-03-09T00:16:17.902,2749
2026-03-09T00:16:17.903,2749
2026-03-09T00:16:17.904,2749
2026-03-09T00:16:17.905,2750
2026-03-09T00:16:17.906,2751
2026-03-09T00:16:17.908,2750
2026-03-09T00:16:17.909,2749
2026-03-09T00:16:17.910,2749
2026-03-09T00:16:17.911,2746
2026-03-09T00:16:17.912,2749
2026-03-09T00:16:17.913,2750
2026-03-09T00:16:17.914,2749
2026-03-09T00:16:17.915,2749
2026-03-09T00:16:17.915,2749
2026-03-09T00:16:17.916,2749
2026-03-09T00:16:17.917,2750
2026-03-09T00:16:17.918,2749
2026-03-09T00:16:17.919,2749
2026-03-09T00:16:17.920,2749
2026-03-09T00:16:17.921,2749
2026-03-09T00:16:17.922,2749
2026-03-09T00:16:17.923,2750
2026-03-09T00:16:17.924,2749
2026-03-09T00:16:17.925,2750
2026-03-09T00:16:17.926,2749
2026-03-09T00:16:17.927,2748
2026-03-09T00:16:17.928,2749
2026-03-09T00:16:17.929,2749
2026-03-09T00:16:17.930,2749
2026-03-09T00:16:17.931,2749
2026-03-09T00:16:17.932,2749
2026-03-09T00:16:17.933,2749
2026-03-09T00:16:17.934,2749
2026-03-09T00:16:17.935,2749
2026-03-09T00:16:17.937,2746
2026-03-09T00:16:17.938,2749
2026-03-09T00:16:17.939,2749
2026-03-09T00:16:17.940,2750
2026-03-09T00:16:17.941,2749
2026-03-09T00:16:17.942,2749
2026-03-09T00:16:17.943,2750
2026-03-09T00:16:17.944,2750
2026-03-09T00:16:17.945,2749
2026-03-09T00:16:17.945,2748
2026-03-09T00:16:17.946,2749
2026-03-09T00:16:17.947,2749
2026-03-09T00:16:17.948,2749
2026-03-09T00:16:17.949,2749
2026-03-09T00:16:17.950,2749
2026-03-09T00:16:17.951,2748
2026-03-09T00:16:17.952,2749
2026-03-09T00:16:17.953,2749
2026-03-09T00:16:17.954,2749
2026-03-09T00:16:17.955,2750
2026-03-09T00:16:17.957,2750
2026-03-09T00:16:17.958,2749
2026-03-09T00:16:17.959,2750
2026-03-09T00:16:17.960,2750
2026-03-09T00:16:17.961,2750
2026-03-09T00:16:17.962,2749
2026-03-09T00:16:17.963,2749
2026-03-09T00:16:17.964,2749
2026-03-09T00:16:17.965,2750
2026-03-09T00:16:17.965,2751
2026-03-09T00:16:17.966,2750
2026-03-09T00:16:17.967,2750
2026-03-09T00:16:17.968,2749
2026-03-09T00:16:17.969,2749
2026-03-09T00:16:17.970,2750
2026-03-09T00:16:17.972,2750
2026-03-09T00:16:17.973,2750
2026-03-09T00:16:17.974,2751
2026-03-09T00:16:17.975,2750
2026-03-09T00:16:17.976,2749
2026-03-09T00:16:17.976,2750
2026-03-09T00:16:17.977,2749
2026-03-09T00:16:17.978,2750
2026-03-09T00:16:17.979,2750
2026-03-09T00:16:17.980,2749
2026-03-09T00:16:17.981,2750
2026-03-09T00:16:17.982,2750
2026-03-09T00:16:17.983,2750
2026-03-09T00:16:17.985,2749
2026-03-09T00:16:17.985,2749
2026-03-09T00:16:17.986,2749
2026-03-09T00:16:17.987,2750
2026-03-09T00:16:17.988,2750
2026-03-09T00:16:17.989,2750
2026-03-09T00:16:17.990,2750
2026-03-09T00:16:17.991,2750
2026-03-09T00:16:17.992,2750
2026-03-09T00:16:17.993,2749
2026-03-09T00:16:17.994,2750
2026-03-09T00:16:17.996,2749
2026-03-09T00:16:17.997,2749
2026-03-09T00:16:17.998,2750
2026-03-09T00:16:17.999,2749
2026-03-09T00:16:18.000,2750
2026-03-09T00:16:18.001,2748
2026-03-09T00:16:18.002,2750
2026-03-09T00:16:18.003,2749
2026-03-09T00:16:18.004,2749
2026-03-09T00:16:18.005,2750
2026-03-09T00:16:18.006,2750
2026-03-09T00:16:18.006,2754
2026-03-09T00:16:18.007,2749
2026-03-09T00:16:18.008,2750
2026-03-09T00:16:18.009,2749
2026-03-09T00:16:18.010,2750
2026-03-09T00:16:18.011,2750
2026-03-09T00:16:18.012,2749
2026-03-09T00:16:18.013,2750
2026-03-09T00:16:18.015,2748
2026-03-09T00:16:18.015,2750
2026-03-09T00:16:18.017,2749
2026-03-09T00:16:18.017,2749
2026-03-09T00:16:18.018,2749
2026-03-09T00:16:18.019,2749
2026-03-09T00:16:18.020,2750
2026-03-09T00:16:18.021,2749
2026-03-09T00:16:18.022,2750
2026-03-09T00:16:18.023,2749
2026-03-09T00:16:18.024,2750
2026-03-09T00:16:18.025,2750
2026-03-09T00:16:18.026,2750
2026-03-09T00:16:18.028,2749
2026-03-09T00:16:18.029,2749
2026-03-09T00:16:18.030,2750
2026-03-09T00:16:18.031,2751
2026-03-09T00:16:18.032,2750
2026-03-09T00:16:18.033,2749
2026-03-09T00:16:18.034,2749
2026-03-09T00:16:18.035,2750
2026-03-09T00:16:18.035,2750
2026-03-09T00:16:18.036,2750
2026-03-09T00:16:18.037,2751
2026-03-09T00:16:18.038,2749
2026-03-09T00:16:18.039,2750
2026-03-09T00:16:18.040,2750
2026-03-09T00:16:18.041,2751
2026-03-09T00:16:18.042,2750
2026-03-09T00:16:18.043,2750
2026-03-09T00:16:18.045,2750
2026-03-09T00:16:18.046,2750
2026-03-09T00:16:18.047,2749
2026-03-09T00:16:18.048,2750
2026-03-09T00:16:18.049,2749
2026-03-09T00:16:18.050,2749
2026-03-09T00:16:18.051,2748
2026-03-09T00:16:18.052,2750
2026-03-09T00:16:18.053,2750
2026-03-09T00:16:18.054,2750
2026-03-09T00:16:18.055,2749
2026-03-09T00:16:18.055,2750
2026-03-09T00:16:18.056,2750
2026-03-09T00:16:18.057,2750
2026-03-09T00:16:18.058,2749
2026-03-09T00:16:18.059,2751
2026-03-09T00:16:18.060,2749
2026-03-09T00:16:18.061,2749
2026-03-09T00:16:18.062,2749
2026-03-09T00:16:18.063,2750
2026-03-09T00:16:18.064,2750
2026-03-09T00:16:18.065,2749
2026-03-09T00:16:18.066,2749
2026-03-09T00:16:18.067,2749
2026-03-09T00:16:18.068,2750
2026-03-09T00:16:18.069,2749
2026-03-09T00:16:18.070,2750
2026-03-09T00:16:18.072,2750
2026-03-09T00:16:18.073,2750
2026-03-09T00:16:18.073,2749
2026-03-09T00:16:18.074,2750
2026-03-09T00:16:18.075,2749
2026-03-09T00:16:18.076,2749
2026-03-09T00:16:18.078,2750
2026-03-09T00:16:18.079,2750
2026-03-09T00:16:18.080,2750
2026-03-09T00:16:18.080,2749
2026-03-09T00:16:18.081,2750
2026-03-09T00:16:18.082,2750
2026-03-09T00:16:18.083,2750
2026-03-09T00:16:18.084,2750
2026-03-09T00:16:18.085,2749
2026-03-09T00:16:18.086,2749
2026-03-09T00:16:18.087,2750
2026-03-09T00:16:18.088,2749
2026-03-09T00:16:18.089,2750
2026-03-09T00:16:18.090,2749
2026-03-09T00:16:18.091,2749
2026-03-09T00:16:18.092,2750
2026-03-09T00:16:18.093,2749
2026-03-09T00:16:18.094,2749
2026-03-09T00:16:18.095,2750
2026-03-09T00:16:18.097,2750
2026-03-09T00:16:18.098,2749
2026-03-09T00:16:18.099,2749
2026-03-09T00:16:18.100,2749
2026-03-09T00:16:18.101,2749
2026-03-09T00:16:18.102,2750
2026-03-09T00:16:18.103,2749
2026-03-09T00:16:18.104,2750
2026-03-09T00:16:18.105,2749
2026-03-09T00:16:18.105,2750
2026-03-09T00:16:18.106,2749
2026-03-09T00:16:18.107,2749
2026-03-09T00:16:18.108,2750
2026-03-09T00:16:18.109,2749
2026-03-09T00:16:18.110,2750
2026-03-09T00:16:18.111,2749
2026-03-09T00:16:18.112,2749
2026-03-09T00:16:18.113,2749
2026-03-09T00:16:18.114,2750
2026-03-09T00:16:18.115,2750
2026-03-09T00:16:18.116,2749
2026-03-09T00:16:18.118,2750
2026-03-09T00:16:18.119,2749
2026-03-09T00:16:18.120,2750
2026-03-09T00:16:18.121,2749
2026-03-09T00:16:18.121,2749
2026-03-09T00:16:18.122,2750
2026-03-09T00:16:18.124,2748
2026-03-09T00:16:18.124,2750
2026-03-09T00:16:18.125,2749
2026-03-09T00:16:18.127,2750
2026-03-09T00:16:18.127,2750
2026-03-09T00:16:18.129,2750
2026-03-09T00:16:18.129,2750
2026-03-09T00:16:18.131,2749
2026-03-09T00:16:18.132,2750
2026-03-09T00:16:18.133,2750
2026-03-09T00:16:18.133,2750
2026-03-09T00:16:18.134,2749
2026-03-09T00:16:18.135,2750
2026-03-09T00:16:18.136,2749
2026-03-09T00:16:18.137,2750
2026-03-09T00:16:18.138,2751
2026-03-09T00:16:18.139,2750
2026-03-09T00:16:18.140,2751
2026-03-09T00:16:18.141,2750
2026-03-09T00:16:18.143,2750
2026-03-09T00:16:18.143,2749
2026-03-09T00:16:18.144,2749
2026-03-09T00:16:18.146,2749
2026-03-09T00:16:18.146,2749
2026-03-09T00:16:18.148,2749
2026-03-09T00:16:18.149,2750
2026-03-09T00:16:18.150,2750
2026-03-09T00:16:18.151,2749
2026-03-09T00:16:18.152,2749
2026-03-09T00:16:18.153,2750
2026-03-09T00:16:18.154,2750
2026-03-09T00:16:18.155,2750
2026-03-09T00:16:18.155,2749
2026-03-09T00:16:18.156,2750
2026-03-09T00:16:18.157,2750
2026-03-09T00:16:18.158,2751
2026-03-09T00:16:18.159,2750
2026-03-09T00:16:18.160,2749
2026-03-09T00:16:18.161,2749
2026-03-09T00:16:18.162,2749
2026-03-09T00:16:18.164,2750
2026-03-09T00:16:18.165,2749
2026-03-09T00:16:18.166,2750
2026-03-09T00:16:18.166,2749
2026-03-09T00:16:18.167,2750
2026-03-09T00:16:18.168,2750
2026-03-09T00:16:18.169,2750
2026-03-09T00:16:18.170,2749
2026-03-09T00:16:18.172,2749
2026-03-09T00:16:18.173,2750
2026-03-09T00:16:18.174,2749
2026-03-09T00:16:18.175,2749
2026-03-09T00:16:18.175,2750
2026-03-09T00:16:18.177,2749
2026-03-09T00:16:18.177,2750
2026-03-09T00:16:18.178,2749
2026-03-09T00:16:18.179,2749
2026-03-09T00:16:18.180,2749
2026-03-09T00:16:18.181,2749
2026-03-09T00:16:18.182,2750
2026-03-09T00:16:18.183,2751
2026-03-09T00:16:18.184,2751
2026-03-09T00:16:18.185,2749
2026-03-09T00:16:18.187,2750
2026-03-09T00:16:18.188,2750
2026-03-09T00:16:18.189,2750
2026-03-09T00:16:18.190,2748
2026-03-09T00:16:18.191,2750
2026-03-09T00:16:18.192,2750
2026-03-09T00:16:18.193,2749
2026-03-09T00:16:18.194,2749
2026-03-09T00:16:18.195,2750
2026-03-09T00:16:18.195,2749
2026-03-09T00:16:18.196,2749
2026-03-09T00:16:18.197,2749
2026-03-09T00:16:18.198,2749
2026-03-09T00:16:18.199,2749
2026-03-09T00:16:18.200,2749
2026-03-09T00:16:18.201,2749
2026-03-09T00:16:18.202,2750
2026-03-09T00:16:18.203,2748
2026-03-09T00:16:18.204,2749
2026-03-09T00:16:18.205,2749
2026-03-09T00:16:18.207,2750
2026-03-09T00:16:18.208,2749
2026-03-09T00:16:18.209,2749
2026-03-09T00:16:18.210,2750
2026-03-09T00:16:18.211,2749
2026-03-09T00:16:18.212,2748
2026-03-09T00:16:18.213,2750
2026-03-09T00:16:18.214,2748
2026-03-09T00:16:18.215,2750
2026-03-09T00:16:18.216,2750
2026-03-09T00:16:18.216,2750
2026-03-09T00:16:18.217,2750
2026-03-09T00:16:18.218,2750
2026-03-09T00:16:18.219,2750
2026-03-09T00:16:18.220,2750
2026-03-09T00:16:18.221,2748
2026-03-09T00:16:18.222,2750
2026-03-09T00:16:18.223,2750
2026-03-09T00:16:18.224,2750
2026-03-09T00:16:18.225,2750
2026-03-09T00:16:18.226,2750
2026-03-09T00:16:18.227,2749
2026-03-09T00:16:18.228,2749
2026-03-09T00:16:18.229,2750
2026-03-09T00:16:18.230,2750
2026-03-09T00:16:18.231,2750
2026-03-09T00:16:18.232,2750
2026-03-09T00:16:18.233,2750
2026-03-09T00:16:18.234,2750
2026-03-09T00:16:18.235,2750
