run_timestamp,request_id,request_ts,glove_received
2026-04-15 21:01:50,1,2026-04-15T11:01:52.909Z,False
2026-04-15 21:01:50,2,2026-04-15T11:01:53.010Z,False
2026-04-15 21:01:50,3,2026-04-15T11:01:53.111Z,False
2026-04-15 21:01:50,4,2026-04-15T11:01:53.212Z,False
2026-04-15 21:01:50,5,2026-04-15T11:01:53.313Z,False
2026-04-15 21:01:50,6,2026-04-15T11:01:53.414Z,False
2026-04-15 21:01:50,7,2026-04-15T11:01:53.514Z,False
2026-04-15 21:01:50,8,2026-04-15T11:01:53.615Z,False
2026-04-15 21:01:50,9,2026-04-15T11:01:53.716Z,False
2026-04-15 21:01:50,10,2026-04-15T11:01:53.816Z,False
2026-04-15 21:01:50,11,2026-04-15T11:01:53.917Z,False
2026-04-15 21:01:50,12,2026-04-15T11:01:54.018Z,False
2026-04-15 21:01:50,13,2026-04-15T11:01:54.118Z,False
2026-04-15 21:01:50,14,2026-04-15T11:01:54.219Z,False
2026-04-15 21:01:50,15,2026-04-15T11:01:54.319Z,False
2026-04-15 21:01:50,16,2026-04-15T11:01:54.420Z,False
2026-04-15 21:01:50,17,2026-04-15T11:01:54.520Z,False
2026-04-15 21:01:50,18,2026-04-15T11:01:54.621Z,False
2026-04-15 21:01:50,19,2026-04-15T11:01:54.722Z,False
2026-04-15 21:01:50,20,2026-04-15T11:01:54.822Z,False
2026-04-15 21:01:50,21,2026-04-15T11:01:54.922Z,False
2026-04-15 21:01:50,22,2026-04-15T11:01:55.023Z,False
2026-04-15 21:01:50,23,2026-04-15T11:01:55.124Z,False
2026-04-15 21:01:50,24,2026-04-15T11:01:55.225Z,False
2026-04-15 21:01:50,25,2026-04-15T11:01:55.326Z,False
2026-04-15 21:01:50,26,2026-04-15T11:01:55.426Z,False
2026-04-15 21:01:50,27,2026-04-15T11:01:55.527Z,False
2026-04-15 21:01:50,28,2026-04-15T11:01:55.627Z,False
