run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_mid_yaw,palm_mid_pitch,palm_mid_roll,palm_mid_ax,palm_mid_ay,palm_mid_az,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_mid_yaw,thumb_mid_pitch,thumb_mid_roll,thumb_mid_ax,thumb_mid_ay,thumb_mid_az,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_mid_yaw,index_mid_pitch,index_mid_roll,index_mid_ax,index_mid_ay,index_mid_az,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_mid_yaw,middle_mid_pitch,middle_mid_roll,middle_mid_ax,middle_mid_ay,middle_mid_az,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_mid_yaw,ring_mid_pitch,ring_mid_roll,ring_mid_ax,ring_mid_ay,ring_mid_az,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_mid_yaw,pinky_mid_pitch,pinky_mid_roll,pinky_mid_ax,pinky_mid_ay,pinky_mid_az,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az
12,LeftGlove,1090590,0,-1,-1,0,0,0,0,0,0,0.55,-0.27,0.22,0.0,0.0,0.8,2025,2084,2.12,-0.2,0.56,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2141,2125,-1.91,0.1,0.5,-0.02,0.02,0.1,-2.53,-0.03,0.4,0.0,0.02,-0.12,2090,2037,-2.02,-0.31,0.1,0.0,0.01,0.31,2.15,-0.3,0.21,0.02,-0.03,0.25,3372,3563,-0.68,-0.26,-0.06,0.0,0.02,0.42,-0.19,-0.26,0.09,0.0,0.02,0.34,3419,3224,-1.62,-0.17,0.03,-0.01,0.01,0.34,2.79,-0.15,0.07,-0.02,-0.01,0.18
12,LeftGlove,1091801,921,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3368,3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423,3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,LeftGlove,1091845,1025,-1,-1,0,0,0,0,0,0,0.57,-0.42,0.25,0.07,-0.11,0.95,2025,2076,1.99,-0.25,0.66,0.0,-0.04,0.31,-0.54,-0.35,0.76,0.06,0.03,0.23,2107,2087,-1.96,-0.11,0.43,0.01,0.04,0.15,-2.38,-0.27,0.26,-0.04,-0.01,0.04,2079,2028,-1.96,-0.5,0.09,-0.07,0.13,0.53,2.19,-0.49,0.13,-0.04,-0.15,0.52,3369,3564,-0.71,-0.42,-0.04,0.1,0.09,0.69,-0.08,-0.43,0.1,0.09,0.07,0.61,3419,3217,-1.64,-0.32,0.01,-0.03,0.12,0.62,2.78,-0.32,0.03,-0.09,-0.09,0.44
12,LeftGlove,1091950,1198,-1,-1,0,0,0,0,0,0,0.56,-0.45,0.24,0.13,-0.08,0.96,2021,2071,1.92,-0.29,0.69,0.02,-0.04,0.3,-0.64,-0.39,0.79,0.0,0.06,0.21,2088,2041,-1.98,-0.15,0.43,-0.06,0.05,0.04,-2.37,-0.32,0.29,0.0,0.06,-0.15,2085,2031,-1.98,-0.54,0.08,0.07,0.02,0.33,2.16,-0.52,0.16,-0.04,0.06,0.25,3372,3561,-0.75,-0.44,-0.06,0.03,-0.12,0.39,-0.11,-0.45,0.12,-0.04,-0.16,0.31,3437,3212,-1.68,-0.31,0.01,0.05,0.03,0.42,2.75,-0.32,0.06,0.1,0.19,0.28
12,LeftGlove,1092123,1428,-1,-1,0,0,0,0,0,0,0.52,-0.4,0.26,0.01,-0.13,0.97,2028,2076,1.94,-0.28,0.65,0.05,-0.02,0.26,-0.54,-0.36,0.74,0.27,0.02,0.34,2123,2101,-2.01,-0.09,0.46,-0.07,0.07,0.29,-2.44,-0.27,0.34,0.12,0.0,-0.07,2121,2031,-2.03,-0.46,0.14,0.03,0.0,0.38,2.15,-0.45,0.23,-0.02,0.0,0.4,3373,3560,-0.72,-0.34,0.0,0.08,0.01,0.52,-0.12,-0.36,0.2,0.04,-0.05,0.44,3421,3215,-1.65,-0.23,0.08,0.08,0.01,0.52,2.81,-0.22,0.15,-0.06,-0.02,0.43
12,LeftGlove,1092353,1718,-1,-1,0,0,0,0,0,0,0.52,-0.35,0.26,0.07,-0.03,0.97,2025,2078,1.98,-0.28,0.64,0.02,0.03,0.29,-0.53,-0.35,0.72,0.0,-0.03,0.21,2149,2131,-2.02,-0.09,0.46,0.0,0.03,0.11,-2.44,-0.28,0.34,-0.01,-0.01,-0.01,2133,2030,-2.03,-0.48,0.14,0.0,0.04,0.45,2.15,-0.48,0.23,-0.07,-0.06,0.45,3372,3559,-0.72,-0.39,0.01,0.08,0.07,0.68,-0.07,-0.41,0.21,0.03,0.05,0.59,3429,3220,-1.65,-0.29,0.03,-0.08,0.16,0.68,2.79,-0.31,0.07,-0.16,-0.2,0.63
12,LeftGlove,1092643,2056,-1,-1,0,0,0,0,0,0,0.53,-0.43,0.18,0.4,0.08,1.13,1992,2015,1.81,-0.42,0.71,-0.01,0.07,0.71,-0.65,-0.52,0.74,0.32,0.42,0.51,1783,1735,-1.83,-0.06,0.33,-0.37,0.25,0.4,-2.38,-0.13,0.0,-0.29,-0.43,0.25,1689,2031,-2.08,-0.33,0.57,-0.32,-0.05,0.49,-2.72,-0.43,1.57,0.16,0.09,-0.03,3385,3567,-0.81,-0.36,0.38,-0.12,-0.38,0.27,0.43,-2.74,1.72,-0.53,-0.24,-0.43,3435,3212,-2.2,-0.06,-0.31,0.4,-0.34,0.35,2.21,-0.14,-0.4,0.22,0.31,0.43
12,LeftGlove,1092981,2398,-1,-1,0,0,0,0,0,0,-0.12,-0.3,-0.46,-0.45,0.25,0.47,1976,2021,2.14,-0.79,-0.3,0.11,-0.18,-0.74,-0.58,-0.69,-0.45,-0.09,0.02,-0.67,2136,2118,-2.18,0.26,-0.51,0.26,0.05,-0.37,-3.04,-0.1,-0.76,0.18,0.29,0.1,2119,2030,-2.54,-0.35,0.17,0.44,0.34,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3382,3565,-1.37,-0.4,0.06,0.52,-0.26,0.53,0.62,-2.54,1.59,0.13,-0.58,-0.14,3438,3211,-2.75,-0.05,-0.54,0.58,0.1,0.29,1.81,-0.15,-0.58,-0.29,0.31,0.35
12,LeftGlove,1093323,2739,-1,-1,0,0,0,0,0,0,-0.35,-0.34,-0.64,-0.29,0.15,0.43,1957,2029,2.28,-0.77,-0.68,-0.02,-0.11,-0.67,-0.48,-0.58,-0.71,0.01,0.11,-0.42,2123,2108,-2.29,0.32,-0.64,-0.1,0.05,-0.16,-3.09,-0.05,-0.79,-0.19,0.14,0.14,2119,2025,-2.66,-0.32,0.04,0.16,0.19,0.35,1.55,-0.55,1.42,-0.48,0.04,-0.07,3388,3559,-1.45,-0.37,-0.09,0.36,-0.09,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3443,3221,-2.9,-0.08,-0.64,0.53,0.11,0.28,1.67,-0.17,-0.66,-0.38,0.33,0.35
12,LeftGlove,1093664,3076,-1,-1,0,0,0,0,0,0,-0.49,-0.4,-0.65,-0.4,-0.04,0.35,1979,2041,2.35,-0.73,-0.87,-0.01,0.05,-0.86,-0.43,-0.52,-0.87,-0.02,-0.09,-0.58,2135,2121,-2.41,0.29,-0.73,0.06,-0.07,-0.16,3.1,-0.07,-0.83,-0.12,0.0,0.21,2109,2035,-2.75,-0.34,0.0,0.05,0.18,0.34,1.41,-0.6,1.39,-0.41,-0.02,-0.11,3389,3574,-1.5,-0.39,-0.13,0.34,0.01,0.57,0.5,-0.67,1.36,0.33,-0.33,-0.13,3435,3214,-3.01,-0.16,-0.67,0.35,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0
12,LeftGlove,1094001,3437,-1,-1,0,0,0,0,0,0,-0.57,-0.46,-0.65,-0.23,0.0,0.34,1981,2037,2.36,-0.72,-0.94,-0.02,0.0,-0.9,-0.47,-0.52,-0.96,-0.08,-0.05,-0.61,2138,2123,-2.45,0.28,-0.74,0.06,-0.02,-0.15,3.07,-0.07,-0.86,-0.04,-0.03,0.24,2131,2035,-2.8,-0.39,-0.03,0.1,0.26,0.39,1.44,-0.67,1.38,-0.34,-0.01,0.02,3418,3571,-1.54,-0.44,-0.18,0.22,0.01,0.66,0.53,-0.75,1.29,0.31,-0.28,-0.15,3439,3229,-3.14,-0.27,-0.72,0.23,0.18,0.38,1.54,-0.3,-0.77,-0.23,0.03,0.42
12,LeftGlove,1094362,3769,-1,-1,0,0,0,0,0,0,-0.68,-0.52,-0.58,-0.17,-0.07,0.49,1989,2041,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,-0.53,-1.07,-0.13,-0.05,-0.6,2136,2131,-2.55,0.25,-0.77,0.03,-0.04,-0.19,3.0,-0.1,-0.86,-0.06,0.19,0.22,2127,2029,-2.86,-0.41,0.0,0.06,0.27,0.4,1.42,-0.72,1.39,-0.25,0.01,0.07,3400,3573,-1.56,-0.46,-0.18,0.17,0.04,0.69,0.52,-0.78,1.22,0.23,-0.13,-0.02,3448,3225,3.11,-0.3,-0.75,0.09,0.02,0.44,1.54,-0.31,-0.82,-0.16,0.11,0.46
12,LeftGlove,1094694,4110,-1,-1,0,0,0,0,0,0,-0.72,-0.55,-0.53,-0.12,-0.12,0.49,1989,2053,2.28,-0.71,-0.99,0.14,0.07,-0.9,-0.61,-0.58,-1.11,-0.14,-0.08,-0.63,2159,2127,-2.59,0.2,-0.77,0.0,-0.08,-0.17,2.98,-0.12,-0.85,-0.08,0.07,0.2,2131,2029,0.0,0.0,0.0,0.0,0.0,0.0,1.55,-0.74,1.29,-0.29,-0.08,0.05,3400,3579,-1.58,-0.47,-0.25,0.25,0.11,0.7,0.43,-0.78,1.12,0.31,-0.17,-0.03,3437,3207,3.01,-0.34,-0.79,0.18,0.19,0.41,1.43,-0.34,-0.83,-0.17,0.11,0.46
12,LeftGlove,1095035,4449,-1,-1,0,0,0,0,0,0,-0.76,-0.59,-0.6,-0.11,-0.09,0.47,1982,2043,2.34,-0.72,-1.12,0.07,0.1,-0.92,-0.54,-0.54,-1.22,-0.05,-0.08,-0.64,2147,2131,-2.62,0.2,-0.79,0.04,-0.04,-0.16,2.97,-0.11,-0.86,-0.04,0.0,0.26,2127,2031,-2.91,-0.42,-0.08,0.01,0.13,0.44,1.63,-0.73,1.21,-0.2,-0.06,0.01,3385,3581,-1.59,-0.46,-0.25,0.06,0.06,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3443,3224,3.0,-0.35,-0.79,0.11,0.11,0.46,1.43,-0.34,-0.82,-0.16,0.06,0.49
