run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_mid_yaw,palm_mid_pitch,palm_mid_roll,palm_mid_ax,palm_mid_ay,palm_mid_az,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_mid_yaw,thumb_mid_pitch,thumb_mid_roll,thumb_mid_ax,thumb_mid_ay,thumb_mid_az,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_mid_yaw,index_mid_pitch,index_mid_roll,index_mid_ax,index_mid_ay,index_mid_az,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_mid_yaw,middle_mid_pitch,middle_mid_roll,middle_mid_ax,middle_mid_ay,middle_mid_az,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_mid_yaw,ring_mid_pitch,ring_mid_roll,ring_mid_ax,ring_mid_ay,ring_mid_az,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_mid_yaw,pinky_mid_pitch,pinky_mid_roll,pinky_mid_ax,pinky_mid_ay,pinky_mid_az,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az
4,LeftGlove,241100,0,-1,-1,0,0,0,0,0,0,-0.29,-0.38,0.25,0.02,-0.03,0.97,2020,2055,0.21,-0.3,0.69,-0.01,-0.04,0.23,-0.68,-0.36,0.72,0.01,-0.02,0.2,2027,2027,-0.73,-0.09,0.38,0.05,-0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2024,2041,0.61,-0.43,0.06,-0.05,-0.06,0.45,-3.13,-0.34,0.03,0.04,-0.02,0.46,3307,3482,-0.41,-0.37,-0.11,0.02,0.01,0.58,-0.23,-0.35,0.02,0.02,0.02,0.54,3387,3174,-0.51,-0.25,0.0,0.02,0.01,0.53,-1.03,-0.2,0.03,0.01,-0.01,0.38
4,LeftGlove,241594,359,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2041,2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2035,0.0,0.0,0.0,0.0,0.0,0.0,3.14,-0.34,0.04,0.04,0.0,0.46,3320,3495,-0.4,-0.37,-0.11,0.01,0.02,0.58,-0.23,-0.34,0.02,0.0,0.01,0.55,3385,3175,-0.51,-0.25,-0.01,0.02,0.0,0.54,-1.03,-0.2,0.03,0.0,-0.02,0.38
4,LeftGlove,241788,660,-1,-1,0,0,0,0,0,0,-0.29,-0.37,0.24,0.01,-0.01,0.97,2037,2060,0.22,-0.31,0.68,-0.01,-0.02,0.23,-0.69,-0.36,0.72,0.0,0.0,0.2,2035,2024,-0.81,-0.08,0.38,0.04,0.0,0.08,-2.9,-0.17,0.14,0.0,0.0,0.03,2029,2037,0.56,-0.43,0.06,-0.05,-0.07,0.45,3.13,-0.34,0.04,0.04,0.0,0.45,3309,3440,-0.4,-0.37,-0.11,0.0,0.01,0.58,-0.23,-0.34,0.02,0.01,0.01,0.54,3384,3163,-0.51,-0.24,-0.01,0.02,0.0,0.52,-1.03,-0.19,0.03,-0.01,-0.02,0.38
4,LeftGlove,242089,1020,-1,-1,0,0,0,0,0,0,-0.29,-0.37,0.24,-0.01,0.0,0.98,2038,2063,0.22,-0.31,0.68,-0.01,-0.03,0.23,-0.69,-0.36,0.71,0.01,0.01,0.19,2029,2025,-0.84,-0.08,0.38,0.05,-0.02,0.09,-2.9,-0.17,0.14,0.01,0.0,0.02,2032,2039,0.54,-0.42,0.06,-0.06,-0.07,0.43,3.12,-0.34,0.05,0.05,-0.01,0.47,3321,3487,-0.4,-0.36,-0.11,0.0,0.0,0.58,-0.23,-0.34,0.03,0.0,0.0,0.53,3384,3175,-0.51,-0.24,-0.01,0.01,0.0,0.54,-1.03,-0.19,0.03,-0.01,-0.03,0.37
4,LeftGlove,242449,1363,-1,-1,0,0,0,0,0,0,-0.29,-0.35,0.24,0.01,0.01,1.04,2035,2044,0.21,-0.3,0.69,-0.02,-0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2043,2041,-0.89,-0.08,0.37,0.0,-0.11,0.2,-2.9,-0.2,0.14,-0.06,-0.12,0.44,2038,2035,0.52,-0.43,0.03,0.17,-0.1,0.85,3.09,-0.35,-0.02,-0.24,-0.25,0.8,3321,3450,-0.44,-0.37,-0.2,0.17,0.24,0.84,-0.27,-0.38,-0.09,0.14,0.2,0.75,3383,3171,-0.63,-0.26,-0.21,-0.08,0.27,0.6,-1.13,-0.28,-0.23,-0.19,0.03,0.41
4,LeftGlove,242792,1695,-1,-1,0,0,0,0,0,0,-0.52,-0.53,-0.17,-0.03,0.4,0.86,2011,2053,0.53,-0.81,0.79,0.34,0.11,0.01,-0.73,-0.94,0.66,0.09,0.24,-0.1,2009,2008,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,-0.36,-0.48,0.0,-0.03,-0.03,1992,2023,0.5,-0.48,-0.17,-0.04,-0.09,0.22,-2.97,-0.41,0.25,0.44,0.15,-0.06,3316,3477,-0.54,-0.48,-0.16,-0.04,0.06,0.44,0.32,-0.44,0.97,-0.38,0.07,0.73,3379,3142,-0.95,-0.28,-0.55,-0.25,-0.06,0.31,-1.45,-0.37,-0.6,-0.01,-0.22,0.32
4,LeftGlove,243124,2027,-1,-1,0,0,0,0,0,0,-0.77,-0.58,-0.68,-0.3,0.27,0.6,1976,2008,0.92,-1.19,0.0,0.1,0.1,-0.67,-0.76,-1.1,-0.51,-0.07,-0.02,-0.54,2019,2004,-0.85,-0.08,-0.6,0.05,-0.03,-0.19,3.04,-0.23,-0.97,-0.05,-0.08,0.28,2005,2031,0.3,-0.44,0.07,-0.16,-0.25,0.46,0.0,0.0,0.0,0.0,0.0,0.0,3317,3451,-0.75,-0.55,-0.13,0.21,-0.17,0.72,0.51,-0.6,1.23,-0.17,-0.38,-0.05,3379,3159,-1.21,-0.35,-0.7,-0.04,-0.07,0.51,-1.74,-0.43,-0.78,0.01,-0.08,0.6
4,LeftGlove,243456,2361,-1,-1,0,0,0,0,0,0,-0.88,-0.61,-0.74,-0.26,0.19,0.47,1978,2023,1.09,-1.25,-0.53,-0.04,0.07,-0.86,-0.78,-1.04,-0.92,-0.02,-0.13,-0.69,1997,1991,-0.9,-0.1,-0.75,0.09,-0.02,-0.18,2.96,-0.26,-1.06,-0.09,-0.03,0.29,2005,2031,0.16,-0.46,-0.04,-0.07,-0.28,0.46,-2.6,-0.62,1.17,0.05,0.24,0.13,3319,3470,-0.81,-0.54,-0.25,0.1,0.02,0.77,0.52,-0.66,1.1,0.04,-0.27,0.03,3384,3165,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,-0.44,-0.83,-0.38,0.17,0.53
4,LeftGlove,243790,2723,-1,-1,0,0,0,0,0,0,-0.93,-0.63,-0.74,-0.16,0.04,0.56,1980,2023,1.16,-1.26,-0.71,-0.14,-0.01,-0.93,-0.79,-1.01,-1.06,-0.04,-0.06,-0.62,1999,1977,-0.9,-0.1,-0.78,0.05,0.01,-0.16,2.97,-0.24,-1.04,-0.01,-0.09,0.33,1999,2031,0.13,-0.45,-0.06,-0.01,-0.16,0.44,-2.6,-0.63,1.11,0.01,0.15,0.11,3335,3491,-0.81,-0.57,-0.26,0.17,0.0,0.74,0.55,-0.69,1.04,-0.06,-0.03,0.11,3383,3162,-1.31,-0.45,-0.75,0.12,0.0,0.62,-1.94,-0.47,-0.84,0.02,0.06,0.58
4,LeftGlove,244152,3057,-1,-1,0,0,0,0,0,0,-0.98,-0.64,-0.65,-0.15,0.01,0.54,1979,2021,0.0,0.0,0.0,0.0,0.0,0.0,-0.81,-1.02,-1.08,-0.05,-0.08,-0.63,1979,1979,-0.92,-0.11,-0.76,0.09,0.01,-0.17,2.99,-0.21,-0.99,0.01,-0.01,0.31,1976,2031,0.1,-0.45,-0.04,-0.02,-0.17,0.45,-2.58,-0.64,1.1,0.03,0.12,0.18,3320,3477,-0.81,-0.55,-0.24,-0.01,0.08,0.79,0.57,-0.71,1.03,0.0,-0.15,0.05,3385,3165,-1.3,-0.44,-0.74,0.05,0.0,0.57,-1.92,-0.44,-0.8,0.08,0.05,0.58
