run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_mid_yaw,palm_mid_pitch,palm_mid_roll,palm_mid_ax,palm_mid_ay,palm_mid_az,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_mid_yaw,thumb_mid_pitch,thumb_mid_roll,thumb_mid_ax,thumb_mid_ay,thumb_mid_az,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_mid_yaw,index_mid_pitch,index_mid_roll,index_mid_ax,index_mid_ay,index_mid_az,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_mid_yaw,middle_mid_pitch,middle_mid_roll,middle_mid_ax,middle_mid_ay,middle_mid_az,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_mid_yaw,ring_mid_pitch,ring_mid_roll,ring_mid_ax,ring_mid_ay,ring_mid_az,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_mid_yaw,pinky_mid_pitch,pinky_mid_roll,pinky_mid_ax,pinky_mid_ay,pinky_mid_az,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az
2,LeftGlove,206915,0,-1,-1,0,0,0,0,0,0,0.08,-0.35,0.23,0.01,0.07,0.96,2039,2056,0.25,-0.34,0.78,0.04,-0.13,0.25,-0.1,-0.41,0.83,0.07,-0.06,0.21,2066,2059,2.26,-0.09,0.4,-0.04,-0.02,0.08,-2.51,-0.13,0.17,0.01,-0.05,0.0,2063,2030,2.94,-0.41,0.08,0.03,0.03,0.43,-2.95,-0.31,0.02,0.08,-0.07,0.45,3316,3477,0.06,-0.32,-0.11,-0.02,0.08,0.54,0.11,-0.28,-0.02,-0.06,0.07,0.51,3381,3183,-0.1,-0.21,-0.04,-0.03,0.09,0.51,0.0,0.0,0.0,0.0,0.0,0.0
2,LeftGlove,207297,362,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2043,2065,0.24,-0.33,0.76,0.02,-0.1,0.25,-0.12,-0.39,0.81,0.04,-0.04,0.2,2069,2069,2.22,-0.08,0.41,-0.04,-0.02,0.09,-2.51,-0.14,0.18,0.03,-0.05,-0.01,2063,2029,2.92,-0.42,0.09,0.02,0.05,0.43,-2.97,-0.32,0.03,0.07,-0.05,0.45,3317,3476,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.29,0.0,-0.02,0.04,0.51,3383,3183,-0.1,-0.23,-0.02,0.0,0.06,0.51,-0.41,-0.18,0.0,-0.06,0.04,0.38
2,LeftGlove,207611,723,-1,-1,0,0,0,0,0,0,0.1,-0.37,0.27,0.01,0.01,0.96,2038,2063,0.22,-0.28,0.72,0.02,-0.09,0.26,-0.2,-0.34,0.76,-0.06,-0.07,0.21,2065,2063,2.19,-0.08,0.4,-0.01,-0.03,0.1,-2.52,-0.13,0.12,0.01,-0.03,0.01,2045,2032,2.89,-0.45,0.07,-0.01,0.05,0.48,-2.99,-0.34,-0.01,0.03,-0.05,0.48,3315,3476,0.05,-0.38,-0.08,0.01,0.04,0.6,0.09,-0.34,-0.03,0.03,0.05,0.55,3419,3182,-0.11,-0.27,-0.01,0.01,0.05,0.55,-0.43,-0.21,-0.01,-0.02,0.05,0.4
2,LeftGlove,207973,1054,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2041,2044,0.21,-0.25,0.7,-0.01,-0.06,0.3,-0.22,-0.31,0.75,-0.02,-0.03,0.23,2069,2028,2.15,-0.08,0.4,-0.05,0.0,0.1,-2.52,-0.13,0.11,0.01,-0.03,0.02,2067,2034,2.87,-0.45,0.08,-0.01,0.06,0.47,-3.0,-0.34,0.0,0.03,-0.03,0.47,3315,3475,0.05,-0.37,-0.08,0.02,0.03,0.56,0.09,-0.33,-0.02,0.0,0.03,0.55,3383,3191,-0.1,-0.25,-0.01,0.0,0.03,0.54,-0.42,-0.2,-0.01,-0.04,0.03,0.39
2,LeftGlove,208304,1389,-1,-1,0,0,0,0,0,0,0.11,-0.37,0.28,0.02,0.01,0.98,2040,2067,0.22,-0.27,0.69,0.0,-0.06,0.3,-0.23,-0.32,0.73,-0.01,0.0,0.23,2065,2063,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-0.14,0.13,0.0,-0.01,0.08,2074,2031,2.88,-0.41,0.08,-0.2,-0.01,0.56,-2.99,-0.32,0.0,-0.17,-0.11,0.65,3310,3475,0.04,-0.36,-0.1,0.21,0.1,0.75,0.12,-0.37,-0.01,0.23,0.24,0.8,3397,3189,-0.19,-0.27,-0.11,0.18,0.2,0.69,-0.52,-0.24,-0.14,0.17,0.3,0.59
2,LeftGlove,208639,1726,-1,-1,0,0,0,0,0,0,-0.08,-0.46,0.06,0.12,0.21,1.01,2022,2039,0.31,-0.58,0.7,0.1,0.05,0.11,-0.2,-0.72,0.69,0.01,0.0,0.18,1637,1622,2.01,-0.29,0.01,0.01,0.06,0.08,-2.5,-0.34,-0.27,0.16,0.02,0.01,2015,2031,2.77,-0.49,0.15,-0.08,-0.33,0.31,-2.69,-0.48,0.88,-0.29,-0.4,0.52,3314,3468,0.0,0.0,0.0,0.0,0.0,0.0,0.52,-0.51,1.24,0.01,-0.05,0.65,3372,3177,-0.67,-0.23,-0.32,0.05,0.01,0.45,-0.97,-0.31,-0.37,-0.55,-0.01,0.79
2,LeftGlove,208975,2061,-1,-1,0,0,0,0,0,0,-0.55,-0.49,-0.44,-0.28,0.2,0.66,1966,1992,0.56,-1.0,0.04,0.17,0.25,-0.7,-0.41,-0.95,-0.3,-0.17,0.1,-0.61,2019,2015,1.92,-0.01,-0.47,-0.05,0.11,-0.33,-3.04,-0.24,-0.84,0.26,0.14,0.11,2014,2039,2.53,-0.42,0.24,-0.02,0.42,0.35,-2.56,-0.59,1.51,0.35,0.3,0.06,3311,3475,-0.37,-0.54,0.03,0.18,-0.26,0.69,0.64,-0.64,1.46,-0.16,-0.2,-0.04,3375,3181,-0.9,-0.27,-0.53,0.15,-0.22,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2,LeftGlove,209311,2423,-1,-1,0,0,0,0,0,0,-0.7,-0.56,-0.45,-0.12,0.2,0.77,1977,2003,0.45,-1.04,-0.03,0.01,0.16,-0.52,-0.58,-1.0,-0.41,-0.08,0.09,-0.43,2013,2008,1.83,-0.05,-0.49,-0.04,-0.11,-0.13,-3.1,-0.26,-0.83,-0.02,0.02,0.29,2007,2030,2.45,-0.46,0.24,-0.15,0.31,0.44,-2.46,-0.69,1.5,0.14,0.23,0.12,3318,3475,-0.47,-0.57,0.02,0.17,-0.28,0.7,0.78,-0.79,1.42,-0.09,-0.24,0.01,3387,3180,-1.02,-0.33,-0.52,0.14,-0.29,0.55,-1.25,-0.37,-0.61,0.25,-0.16,0.52
2,LeftGlove,209673,2751,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973,2005,0.41,-1.1,-0.02,-0.11,0.17,-0.61,-0.66,-1.05,-0.48,-0.14,0.06,-0.45,2004,2003,1.81,-0.06,-0.48,-0.03,-0.05,-0.09,-3.05,-0.2,-0.78,-0.11,0.04,0.24,1965,2036,2.41,-0.44,0.26,-0.16,0.21,0.41,-2.42,-0.73,1.54,0.1,0.14,-0.02,3317,3468,-0.47,-0.53,0.03,0.16,-0.15,0.7,0.82,-0.83,1.46,-0.07,-0.19,-0.13,3379,3178,-1.01,-0.3,-0.51,0.12,-0.07,0.57,-1.26,-0.33,-0.58,0.14,-0.07,0.58
2,LeftGlove,210001,3092,-1,-1,0,0,0,0,0,0,-0.81,-0.56,-0.38,-0.1,-0.01,0.73,1975,2007,0.36,-1.11,0.04,-0.05,0.18,-0.59,-0.69,-1.06,-0.47,-0.06,0.08,-0.52,1977,1973,1.79,-0.04,-0.43,0.01,-0.06,-0.06,-3.0,-0.14,-0.72,0.0,-0.04,0.29,1963,2023,2.38,-0.41,0.28,-0.14,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3319,3475,-0.48,-0.51,0.04,0.1,-0.11,0.72,0.86,-0.86,1.47,-0.1,-0.15,-0.06,3375,3179,-1.02,-0.31,-0.52,0.04,-0.12,0.55,-1.27,-0.33,-0.57,0.1,-0.05,0.58
