run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_mid_yaw,palm_mid_pitch,palm_mid_roll,palm_mid_ax,palm_mid_ay,palm_mid_az,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_mid_yaw,thumb_mid_pitch,thumb_mid_roll,thumb_mid_ax,thumb_mid_ay,thumb_mid_az,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_mid_yaw,index_mid_pitch,index_mid_roll,index_mid_ax,index_mid_ay,index_mid_az,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_mid_yaw,middle_mid_pitch,middle_mid_roll,middle_mid_ax,middle_mid_ay,middle_mid_az,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_mid_yaw,ring_mid_pitch,ring_mid_roll,ring_mid_ax,ring_mid_ay,ring_mid_az,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_mid_yaw,pinky_mid_pitch,pinky_mid_roll,pinky_mid_ax,pinky_mid_ay,pinky_mid_az,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az
10,LeftGlove,1041242,0,-1,-1,0,0,0,0,0,0,0.46,-0.31,0.23,-0.02,-0.01,0.89,2023,2069,1.91,-0.26,0.64,0.01,0.06,0.31,0.0,0.0,0.0,0.0,0.0,0.0,2131,2118,-2.07,-0.01,0.46,-0.01,-0.01,0.09,-2.53,-0.16,0.35,-0.01,0.01,-0.07,2120,2025,-1.96,-0.38,0.07,0.0,0.01,0.37,1.98,-0.35,0.19,0.01,-0.02,0.35,3351,3527,-0.66,-0.29,-0.08,-0.02,0.01,0.48,-0.21,-0.29,0.11,0.0,0.01,0.4,3379,3167,-1.57,-0.19,0.04,-0.01,0.04,0.4,2.91,-0.17,0.1,0.0,-0.02,0.25
10,LeftGlove,1041830,359,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2035,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133,2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091,2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353,3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383,3174,-1.56,-0.2,0.05,0.0,0.0,0.42,2.92,-0.18,0.11,-0.01,-0.01,0.27
10,LeftGlove,1041935,552,-1,-1,0,0,0,0,0,0,0.47,-0.34,0.23,0.03,-0.01,0.91,2023,2073,1.89,-0.26,0.66,-0.01,-0.01,0.3,-0.62,-0.35,0.76,0.0,0.0,0.23,2123,2122,-2.07,-0.05,0.45,-0.01,0.02,0.1,-2.49,-0.2,0.33,0.0,-0.01,-0.03,2124,2025,-1.95,-0.4,0.07,-0.01,0.0,0.4,2.0,-0.38,0.19,0.0,-0.02,0.37,3352,3530,-0.66,-0.31,-0.08,0.0,0.01,0.49,-0.19,-0.31,0.12,0.01,0.01,0.4,3375,3175,-1.56,-0.19,0.04,0.0,0.01,0.42,2.92,-0.18,0.11,-0.02,-0.01,0.27
10,LeftGlove,1042129,819,-1,-1,0,0,0,0,0,0,0.47,-0.34,0.23,0.0,-0.02,0.93,2037,2079,1.89,-0.27,0.66,0.01,-0.03,0.29,-0.63,-0.36,0.76,-0.01,-0.03,0.23,2137,2099,-2.07,-0.05,0.45,-0.02,0.02,0.1,-2.49,-0.2,0.33,0.02,-0.02,-0.03,2124,2026,-1.95,-0.4,0.07,-0.01,0.0,0.4,2.0,-0.37,0.19,0.0,-0.03,0.37,3358,3541,-0.66,-0.3,-0.08,0.0,0.01,0.48,-0.19,-0.3,0.12,-0.01,0.01,0.4,3375,3175,-1.56,-0.19,0.04,0.0,0.01,0.42,2.92,-0.18,0.11,-0.01,-0.01,0.26
10,LeftGlove,1042396,1134,-1,-1,0,0,0,0,0,0,0.47,-0.34,0.22,0.03,-0.01,0.91,2030,2072,1.87,-0.28,0.66,0.0,0.04,0.32,-0.63,-0.36,0.77,0.0,0.03,0.23,2073,2058,-2.07,-0.05,0.44,-0.1,0.11,0.18,-2.49,-0.2,0.31,-0.16,-0.02,0.11,1683,2019,-1.95,-0.4,0.08,-0.13,0.12,0.53,2.01,-0.39,0.19,0.06,-0.32,0.68,3365,3533,-0.68,-0.35,-0.09,0.07,0.16,0.73,-0.18,-0.36,0.09,0.16,0.18,0.54,3381,3175,-1.63,-0.23,-0.12,-0.18,0.12,0.61,2.77,-0.25,-0.16,-0.15,-0.31,0.47
10,LeftGlove,1042711,1470,-1,-1,0,0,0,0,0,0,0.36,-0.44,0.02,0.3,0.11,1.02,1994,2027,1.82,-0.51,0.59,0.0,-0.17,0.23,-0.67,-0.63,0.6,0.11,0.22,0.22,1757,1715,-2.01,-0.06,0.05,-0.25,0.07,0.18,-2.61,-0.18,-0.26,-0.42,-0.18,0.32,1687,2028,-2.07,-0.36,0.42,-0.12,0.04,0.3,3.09,-0.47,1.4,0.12,0.21,-0.19,3357,3534,-0.87,-0.39,0.29,0.16,-0.13,0.54,0.47,-0.47,1.57,-0.36,-0.19,-0.59,3355,3167,-2.21,-0.16,-0.37,0.25,-0.03,0.36,0.0,0.0,0.0,0.0,0.0,0.0
10,LeftGlove,1043047,1830,-1,-1,0,0,0,0,0,0,-0.19,-0.42,-0.39,-0.29,0.19,0.64,1979,2029,1.95,-0.87,-0.08,0.18,-0.15,-0.6,-0.72,-0.85,-0.3,-0.14,0.0,-0.57,2121,2110,-2.3,0.06,-0.45,0.19,-0.03,-0.3,-3.1,-0.23,-0.7,0.12,0.24,0.12,2118,2024,-2.42,-0.44,0.22,0.45,0.29,0.32,0.23,-2.49,1.6,-0.55,0.26,-0.04,3357,3533,-1.31,-0.5,0.1,0.51,-0.25,0.56,0.7,-0.71,1.55,0.11,-0.56,-0.11,3375,3163,-2.72,-0.2,-0.48,0.41,-0.01,0.38,1.9,-0.32,-0.55,-0.4,0.29,0.44
10,LeftGlove,1043407,2170,-1,-1,0,0,0,0,0,0,-0.5,-0.49,-0.54,-0.24,0.04,0.64,1988,2035,2.02,-0.95,-0.51,0.08,-0.06,-0.68,-0.7,-0.82,-0.68,-0.12,0.01,-0.54,2137,2111,0.0,0.0,0.0,0.0,0.0,0.0,3.13,-0.14,-0.81,-0.16,0.06,0.2,2109,2024,-2.48,-0.41,0.14,0.05,0.2,0.36,1.17,-0.69,1.5,-0.29,-0.08,-0.06,3357,3544,-1.33,-0.56,0.01,0.54,0.11,0.73,0.71,-0.77,1.45,0.17,-0.22,-0.07,3375,3164,-2.83,-0.29,-0.54,0.21,0.22,0.52,1.86,-0.36,-0.61,-0.28,0.13,0.52
10,LeftGlove,1043747,2505,-1,-1,0,0,0,0,0,0,-0.57,-0.54,-0.52,-0.19,0.03,0.6,1975,2037,2.0,-0.99,-0.55,0.17,0.02,-0.78,-0.72,-0.84,-0.76,-0.03,-0.08,-0.52,2117,2111,-2.45,0.14,-0.64,0.04,-0.03,-0.13,3.09,-0.16,-0.83,-0.07,0.01,0.25,2107,2026,0.0,0.0,0.0,0.0,0.0,0.0,1.42,-0.73,1.41,-0.33,0.0,-0.04,3364,3538,-1.33,-0.53,-0.06,0.26,0.0,0.69,0.68,-0.79,1.36,0.14,-0.24,-0.04,3375,3163,-2.88,-0.32,-0.61,0.26,0.16,0.5,1.87,-0.36,-0.66,-0.26,0.1,0.5
10,LeftGlove,1044082,2843,-1,-1,0,0,0,0,0,0,-0.61,-0.56,-0.5,-0.11,-0.01,0.61,1983,2045,1.99,-1.0,-0.54,0.14,0.0,-0.73,-0.74,-0.84,-0.77,-0.08,-0.01,-0.54,2095,2103,-2.46,0.13,-0.64,0.03,-0.04,-0.12,3.1,-0.14,-0.8,-0.09,0.01,0.26,2111,2025,-2.53,-0.43,0.06,0.04,0.09,0.42,1.55,-0.72,1.37,-0.21,0.0,0.03,3359,3538,-1.33,-0.51,-0.08,0.19,0.03,0.71,0.66,-0.79,1.32,0.15,-0.17,-0.03,3371,3163,-2.89,-0.33,-0.61,0.18,0.11,0.53,0.0,0.0,0.0,0.0,0.0,0.0
