run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_mid_yaw,palm_mid_pitch,palm_mid_roll,palm_mid_ax,palm_mid_ay,palm_mid_az,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_mid_yaw,thumb_mid_pitch,thumb_mid_roll,thumb_mid_ax,thumb_mid_ay,thumb_mid_az,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_mid_yaw,index_mid_pitch,index_mid_roll,index_mid_ax,index_mid_ay,index_mid_az,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_mid_yaw,middle_mid_pitch,middle_mid_roll,middle_mid_ax,middle_mid_ay,middle_mid_az,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_mid_yaw,ring_mid_pitch,ring_mid_roll,ring_mid_ax,ring_mid_ay,ring_mid_az,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_mid_yaw,pinky_mid_pitch,pinky_mid_roll,pinky_mid_ax,pinky_mid_ay,pinky_mid_az,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az
6,LeftGlove,303465,0,-1,-1,0,0,0,0,0,0,-0.34,-0.39,0.13,-0.02,-0.01,0.88,2029,2066,0.52,-0.41,0.68,-0.03,-0.04,0.09,-0.72,-0.52,0.69,-0.05,-0.05,0.03,2055,2029,0.5,-0.13,0.29,-0.07,-0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,2056,2025,3.12,-0.4,0.06,0.06,0.05,0.45,2.95,-0.32,0.12,0.05,0.03,0.28,3324,3485,-0.47,-0.29,-0.13,0.05,0.03,0.52,-0.21,-0.28,0.1,0.02,0.09,0.47,3398,3165,-0.64,-0.18,-0.03,-0.02,0.08,0.5,-1.4,-0.15,0.04,0.03,-0.1,0.19
6,LeftGlove,304057,355,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2028,2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324,3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3342,3112,-0.64,-0.25,-0.01,0.0,0.02,0.54,-1.41,-0.17,0.02,-0.02,0.02,0.28
6,LeftGlove,304161,553,-1,-1,0,0,0,0,0,0,-0.22,-0.38,0.26,0.03,-0.03,0.97,2039,2067,0.46,-0.27,0.71,-0.08,-0.05,0.25,-0.7,-0.34,0.74,0.0,-0.03,0.22,2059,2059,0.42,-0.06,0.38,0.05,-0.01,0.13,-2.87,-0.14,0.14,-0.07,0.04,-0.01,2063,2030,3.12,-0.43,0.04,0.0,0.04,0.43,2.9,-0.32,-0.01,0.07,-0.05,0.43,3323,3493,-0.46,-0.36,-0.12,0.02,0.03,0.57,-0.26,-0.35,-0.04,0.05,0.08,0.53,3399,3167,-0.63,-0.26,-0.03,0.01,0.05,0.54,-1.4,-0.2,-0.02,-0.04,-0.02,0.37
6,LeftGlove,304360,815,-1,-1,0,0,0,0,0,0,-0.2,-0.38,0.26,0.04,-0.03,0.97,2037,2067,0.47,-0.27,0.71,-0.07,-0.06,0.26,-0.69,-0.34,0.74,-0.01,-0.04,0.2,2063,2057,0.41,-0.06,0.38,-0.01,-0.03,0.08,-2.87,-0.14,0.13,0.0,0.01,0.02,2059,2025,3.1,-0.43,0.04,0.0,0.07,0.45,2.89,-0.33,0.0,0.05,-0.04,0.45,3316,3508,-0.46,-0.36,-0.12,0.02,0.02,0.57,-0.25,-0.34,-0.02,0.02,0.07,0.55,3399,3173,-0.63,-0.25,-0.02,0.0,0.05,0.53,-1.4,-0.19,-0.01,-0.05,0.0,0.37
6,LeftGlove,304622,1133,-1,-1,0,0,0,0,0,0,-0.22,-0.35,0.23,-0.02,0.04,1.06,2023,2059,0.49,-0.31,0.69,-0.08,0.0,0.26,-0.68,-0.43,0.7,0.03,-0.02,0.13,1676,1631,0.41,-0.1,0.35,0.18,-0.16,0.29,-2.81,-0.21,0.13,-0.12,-0.55,0.7,1577,2030,3.13,-0.43,0.13,-0.05,-0.07,0.82,3.05,-0.34,0.34,-0.11,0.22,0.73,3320,3487,-0.46,-0.3,-0.01,0.63,0.32,0.59,-0.01,-0.3,0.46,-0.07,-0.18,-0.16,3359,3159,-0.84,-0.18,-0.3,0.07,0.16,0.38,-1.6,-0.25,-0.37,0.0,-0.27,0.23
6,LeftGlove,304940,1495,-1,-1,0,0,0,0,0,0,-0.58,-0.49,-0.25,-0.12,0.34,0.86,1976,2009,0.81,-0.83,0.48,0.19,0.04,-0.26,-0.79,-0.97,0.23,-0.02,0.15,-0.2,1651,1625,0.32,-0.09,-0.33,-0.08,0.04,-0.14,3.14,-0.24,-0.71,0.09,0.01,0.18,2030,2031,2.97,-0.43,0.19,0.02,-0.07,0.33,-2.71,-0.52,1.31,0.1,0.2,-0.13,3290,3483,-0.72,-0.51,-0.04,0.26,-0.28,0.42,0.48,-0.54,1.3,-0.28,-0.28,-0.24,3387,3141,-1.3,-0.3,-0.63,-0.09,-0.28,0.42,-2.28,-0.38,-0.74,0.14,-0.19,0.41
6,LeftGlove,305302,1832,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1983,2003,1.29,-1.2,-0.32,0.15,0.26,-0.93,-0.81,-1.04,-0.79,-0.01,-0.15,-0.81,2009,1999,0.11,-0.07,-0.68,-0.2,-0.28,-0.2,2.91,-0.3,-1.0,0.21,0.1,0.38,2031,2023,2.7,-0.48,0.06,-0.01,0.09,0.56,-2.58,-0.66,1.34,0.07,0.14,0.07,3319,3483,-0.89,-0.59,-0.13,0.29,0.0,0.75,0.61,-0.69,1.24,0.06,0.14,0.17,3389,3155,-1.45,-0.35,-0.65,0.15,0.08,0.55,-2.43,-0.41,-0.75,0.16,0.16,0.49
6,LeftGlove,305638,2160,-1,-1,0,0,0,0,0,0,-0.92,-0.59,-0.67,-0.23,0.03,0.52,1979,2019,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,-1.01,-0.93,-0.07,-0.08,-0.7,2007,1998,0.08,-0.06,-0.7,-0.03,-0.16,-0.19,2.92,-0.25,-0.98,-0.06,-0.07,0.28,1999,2037,2.62,-0.46,0.01,-0.09,0.25,0.48,-2.6,-0.67,1.27,-0.04,0.21,0.03,3307,3449,-0.93,-0.55,-0.19,0.11,0.0,0.76,0.6,-0.73,1.16,0.06,-0.13,0.05,3387,3165,-1.53,-0.37,-0.71,0.2,-0.1,0.52,-2.56,-0.4,-0.77,0.04,0.09,0.54
6,LeftGlove,305967,2500,-1,-1,0,0,0,0,0,0,-0.98,-0.61,-0.65,-0.19,-0.01,0.57,1960,2025,1.42,-1.25,-0.68,-0.04,0.1,-0.85,-0.81,-0.97,-1.1,-0.06,-0.17,-0.66,2005,1993,0.07,-0.05,-0.73,0.03,-0.07,-0.16,2.94,-0.21,-0.97,-0.06,0.06,0.28,1999,2039,0.0,0.0,0.0,0.0,0.0,0.0,-2.63,-0.68,1.2,-0.05,0.14,0.08,3333,3491,-0.94,-0.53,-0.22,0.18,-0.05,0.73,0.59,-0.74,1.1,0.09,-0.19,0.03,3389,3159,-1.56,-0.38,-0.73,0.14,-0.07,0.52,-2.6,-0.4,-0.78,0.13,0.09,0.54
6,LeftGlove,306307,2837,-1,-1,0,0,0,0,0,0,-1.02,-0.63,-0.64,-0.16,-0.02,0.55,1980,2023,1.48,-1.28,-0.8,-0.04,0.1,-0.84,-0.81,-0.95,-1.18,-0.01,-0.16,-0.68,1997,2003,0.06,-0.05,-0.74,0.06,-0.1,-0.16,2.96,-0.17,-0.96,-0.09,0.1,0.28,2009,2039,2.54,-0.43,-0.02,-0.12,0.08,0.43,-2.64,-0.67,1.18,0.01,0.09,0.04,3333,3483,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.73,1.08,0.0,-0.08,-0.01,3391,3161,-1.54,-0.35,-0.75,-0.03,0.01,0.47,-2.58,-0.35,-0.8,0.06,0.1,0.49
