run_timestamp,request_id,request_ts,left_received,right_received,right_glove_time_ms,right_read_time,right_palm_flex_mcp,right_palm_flex_pip,right_palm_yaw_prox,right_palm_pitch_prox,right_palm_roll_prox,right_palm_ax_prox,right_palm_ay_prox,right_palm_az_prox,right_thumb_flex_mcp,right_thumb_flex_pip,right_thumb_yaw_mid,right_thumb_pitch_mid,right_thumb_roll_mid,right_thumb_ax_mid,right_thumb_ay_mid,right_thumb_az_mid,right_thumb_yaw_prox,right_thumb_pitch_prox,right_thumb_roll_prox,right_thumb_ax_prox,right_thumb_ay_prox,right_thumb_az_prox,right_index_flex_mcp,right_index_flex_pip,right_index_yaw_mid,right_index_pitch_mid,right_index_roll_mid,right_index_ax_mid,right_index_ay_mid,right_index_az_mid,right_index_yaw_prox,right_index_pitch_prox,right_index_roll_prox,right_index_ax_prox,right_index_ay_prox,right_index_az_prox,right_middle_flex_mcp,right_middle_flex_pip,right_ring_flex_mcp,right_ring_flex_pip,right_ring_yaw_mid,right_ring_pitch_mid,right_ring_roll_mid,right_ring_ax_mid,right_ring_ay_mid,right_ring_az_mid,right_ring_yaw_prox,right_ring_pitch_prox,right_ring_roll_prox,right_ring_ax_prox,right_ring_ay_prox,right_ring_az_prox,right_pinky_flex_mcp,right_pinky_flex_pip,right_pinky_yaw_mid,right_pinky_pitch_mid,right_pinky_roll_mid,right_pinky_ax_mid,right_pinky_ay_mid,right_pinky_az_mid,right_pinky_yaw_prox,right_pinky_pitch_prox,right_pinky_roll_prox,right_pinky_ax_prox,right_pinky_ay_prox,right_pinky_az_prox,right_wrist_flex_mcp,right_wrist_flex_pip,left_glove_time_ms,left_read_time,left_palm_flex_mcp,left_palm_flex_pip,left_thumb_flex_mcp,left_thumb_flex_pip,left_index_flex_mcp,left_index_flex_pip,left_middle_flex_mcp,left_middle_flex_pip,left_ring_flex_mcp,left_ring_flex_pip,left_pinky_flex_mcp,left_pinky_flex_pip,left_wrist_flex_mcp,left_wrist_flex_pip
2026-04-13 22:02:48,1,2026-04-13T12:03:49.953Z,True,True,92837.0,2026-04-13 22:03:50.055,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,381.0,374.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,66860.0,2026-04-13 22:03:50.754,-1.0,-1.0,2089.0,2021.0,1067.0,2150.0,29.0,2093.0,2175.0,2325.0,1300.0,1429.0,-1.0,-1.0
2026-04-13 22:02:48,2,2026-04-13T12:03:50.003Z,True,True,92853.0,2026-04-13 22:03:50.072,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,381.0,377.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,67569.0,2026-04-13 22:03:51.459,-1.0,-1.0,2092.0,2022.0,1055.0,2133.0,27.0,2089.0,2174.0,2326.0,1289.0,1417.0,-1.0,-1.0
2026-04-13 22:02:48,3,2026-04-13T12:03:50.053Z,True,True,92864.0,2026-04-13 22:03:50.129,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,329.0,332.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,68275.0,2026-04-13 22:03:52.162,-1.0,-1.0,2107.0,2037.0,1061.0,2133.0,25.0,2087.0,2182.0,2327.0,1287.0,1417.0,-1.0,-1.0
2026-04-13 22:02:48,4,2026-04-13T12:03:50.104Z,True,True,92903.0,2026-04-13 22:03:50.162,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,353.0,349.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,68981.0,2026-04-13 22:03:54.979,-1.0,-1.0,2105.0,2035.0,1065.0,2149.0,29.0,2101.0,2191.0,2340.0,1298.0,1423.0,-1.0,-1.0
2026-04-13 22:02:48,5,2026-04-13T12:03:50.154Z,True,True,92955.0,2026-04-13 22:03:50.211,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,349.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,69685.0,2026-04-13 22:03:54.979,-1.0,-1.0,2105.0,2035.0,1065.0,2147.0,29.0,2100.0,2191.0,2341.0,1299.0,1426.0,-1.0,-1.0
2026-04-13 22:02:48,6,2026-04-13T12:03:50.205Z,True,True,93005.0,2026-04-13 22:03:50.228,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,328.0,329.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,70389.0,2026-04-13 22:03:54.979,-1.0,-1.0,2107.0,2035.0,1067.0,2147.0,27.0,2103.0,2190.0,2341.0,1299.0,1427.0,-1.0,-1.0
2026-04-13 22:02:48,7,2026-04-13T12:03:50.255Z,True,True,93054.0,2026-04-13 22:03:50.272,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,380.0,377.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,71092.0,2026-04-13 22:03:55.026,-1.0,-1.0,2106.0,2035.0,1059.0,2131.0,29.0,2103.0,2189.0,2341.0,1298.0,1427.0,-1.0,-1.0
2026-04-13 22:02:48,8,2026-04-13T12:03:50.305Z,False,True,93104.0,2026-04-13 22:03:50.328,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,367.0,357.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,,,
2026-04-13 22:02:48,9,2026-04-13T12:03:50.356Z,False,True,93155.0,2026-04-13 22:03:50.372,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,382.0,374.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,,,
2026-04-13 22:02:48,10,2026-04-13T12:03:50.406Z,False,True,93206.0,2026-04-13 22:03:50.426,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,363.0,361.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,,,,,,,,,,,,,,,,
