run_timestamp,request_id,request_ts,left_received,right_received,right_glove_time_ms,right_read_time,right_palm_ax_prox,right_palm_ay_prox,right_palm_az_prox,right_palm_yaw_prox,right_palm_pitch_prox,right_palm_roll_prox,right_palm_flex_mcp,right_palm_flex_pip,right_palm_ax_mic,right_palm_ay_mid,right_palm_az_mid,right_palm_yaw_mid,right_palm_pitch_mid,right_palm_roll_mid,right_thumb_ax_prox,right_thumb_ay_prox,right_thumb_az_prox,right_thumb_yaw_prox,right_thumb_pitch_prox,right_thumb_roll_prox,right_thumb_flex_mcp,right_thumb_flex_pip,right_thumb_ax_mic,right_thumb_ay_mid,right_thumb_az_mid,right_thumb_yaw_mid,right_thumb_pitch_mid,right_thumb_roll_mid,right_index_ax_prox,right_index_ay_prox,right_index_az_prox,right_index_yaw_prox,right_index_pitch_prox,right_index_roll_prox,right_index_flex_mcp,right_index_flex_pip,right_index_ax_mic,right_index_ay_mid,right_index_az_mid,right_index_yaw_mid,right_index_pitch_mid,right_index_roll_mid,right_middle_ax_prox,right_middle_ay_prox,right_middle_az_prox,right_middle_yaw_prox,right_middle_pitch_prox,right_middle_roll_prox,right_middle_flex_mcp,right_middle_flex_pip,right_middle_ax_mic,right_middle_ay_mid,right_middle_az_mid,right_middle_yaw_mid,right_middle_pitch_mid,right_middle_roll_mid,right_ring_ax_prox,right_ring_ay_prox,right_ring_az_prox,right_ring_yaw_prox,right_ring_pitch_prox,right_ring_roll_prox,right_ring_flex_mcp,right_ring_flex_pip,right_ring_ax_mic,right_ring_ay_mid,right_ring_az_mid,right_ring_yaw_mid,right_ring_pitch_mid,right_ring_roll_mid,right_pinky_ax_prox,right_pinky_ay_prox,right_pinky_az_prox,right_pinky_yaw_prox,right_pinky_pitch_prox,right_pinky_roll_prox,right_pinky_flex_mcp,right_pinky_flex_pip,right_pinky_ax_mic,right_pinky_ay_mid,right_pinky_az_mid,right_pinky_yaw_mid,right_pinky_pitch_mid,right_pinky_roll_mid,right_wrist_ax_prox,right_wrist_ay_prox,right_wrist_az_prox,right_wrist_yaw_prox,right_wrist_pitch_prox,right_wrist_roll_prox,right_wrist_flex_mcp,right_wrist_flex_pip,right_wrist_ax_mic,right_wrist_ay_mid,right_wrist_az_mid,right_wrist_yaw_mid,right_wrist_pitch_mid,right_wrist_roll_mid
2026-04-13 15:21:28,1,2026-04-13T05:21:40.490Z,False,True,265015.0,2026-04-13 15:21:40.534,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2109.0,4095.0,,,,,,,,,,,,,4095.0,3832.0,,,,,,,,,,,,,2073.0,1765.0,,,,,,,,,,,,,1798.0,1811.0,,,,,,,,,,,,,2133.0,2068.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,2,2026-04-13T05:21:40.541Z,False,True,265038.0,2026-04-13 15:21:40.599,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2110.0,4095.0,,,,,,,,,,,,,4095.0,3821.0,,,,,,,,,,,,,2069.0,1768.0,,,,,,,,,,,,,1799.0,1805.0,,,,,,,,,,,,,2133.0,2072.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,3,2026-04-13T05:21:40.592Z,False,True,265090.0,2026-04-13 15:21:40.619,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2109.0,4095.0,,,,,,,,,,,,,4095.0,3831.0,,,,,,,,,,,,,2071.0,1768.0,,,,,,,,,,,,,1798.0,1810.0,,,,,,,,,,,,,2135.0,2065.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,4,2026-04-13T05:21:40.642Z,False,True,265140.0,2026-04-13 15:21:40.696,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2108.0,4095.0,,,,,,,,,,,,,4095.0,3823.0,,,,,,,,,,,,,2072.0,1767.0,,,,,,,,,,,,,1791.0,1811.0,,,,,,,,,,,,,2135.0,2074.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,5,2026-04-13T05:21:40.693Z,False,True,265191.0,2026-04-13 15:21:40.713,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2116.0,4095.0,,,,,,,,,,,,,4095.0,3819.0,,,,,,,,,,,,,2069.0,1769.0,,,,,,,,,,,,,1799.0,1810.0,,,,,,,,,,,,,2135.0,2071.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,6,2026-04-13T05:21:40.744Z,False,True,265243.0,2026-04-13 15:21:40.801,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2108.0,4095.0,,,,,,,,,,,,,4095.0,3821.0,,,,,,,,,,,,,2071.0,1769.0,,,,,,,,,,,,,1799.0,1811.0,,,,,,,,,,,,,2129.0,2075.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,7,2026-04-13T05:21:40.795Z,False,True,265293.0,2026-04-13 15:21:40.814,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2111.0,4095.0,,,,,,,,,,,,,4095.0,3828.0,,,,,,,,,,,,,2075.0,1769.0,,,,,,,,,,,,,1799.0,1810.0,,,,,,,,,,,,,2135.0,2071.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,8,2026-04-13T05:21:40.845Z,False,True,265343.0,2026-04-13 15:21:40.904,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2111.0,4095.0,,,,,,,,,,,,,4095.0,3823.0,,,,,,,,,,,,,2071.0,1771.0,,,,,,,,,,,,,1800.0,1817.0,,,,,,,,,,,,,2131.0,2074.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,9,2026-04-13T05:21:40.896Z,False,True,265394.0,2026-04-13 15:21:40.920,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2108.0,4095.0,,,,,,,,,,,,,4095.0,3831.0,,,,,,,,,,,,,2071.0,1768.0,,,,,,,,,,,,,1799.0,1813.0,,,,,,,,,,,,,2133.0,2073.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
2026-04-13 15:21:28,10,2026-04-13T05:21:40.946Z,False,True,265445.0,2026-04-13 15:21:41.004,,,,,,,-1.0,-1.0,,,,,,,,,,,,,2108.0,4095.0,,,,,,,,,,,,,4095.0,3827.0,,,,,,,,,,,,,2072.0,1767.0,,,,,,,,,,,,,1799.0,1812.0,,,,,,,,,,,,,2135.0,2073.0,,,,,,,,,,,,,-1.0,-1.0,,,,,,
