Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r,,,,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
30.396,0.011106811,0.002529807,-0.002149456,0.645402756,0.246385766,0.015530332,0.004901572,-0.003481378,0.907698186,0.312293742,,,,-0.02,-0.03,1,-1.23,-1.91,-0.32,0.05,0.91,-18.8,3.06
30.412,0.010828092,0.00278749,-0.001727185,0.647431117,0.256087294,0.015303652,0.004872456,-0.003356441,0.901416041,0.319690783,,,,-0.02,-0.03,1.01,-1.23,-1.78,-0.34,0.06,0.94,-19.99,3.81
30.428,0.010545021,0.0030839,-0.001348039,0.649180284,0.266458707,0.014994384,0.004841116,-0.003166366,0.893804541,0.326717311,,,,-0.03,-0.03,1.04,-1.57,-1.51,-0.35,0.07,0.95,-20.7,4.45
30.444,0.010280464,0.003393718,-0.00104588,0.650987696,0.276632411,0.014628068,0.004806595,-0.002932493,0.885919149,0.332612414,,,,-0.02,-0.03,1.01,-1.12,-1.45,-0.32,0.07,0.91,-18.92,4.16
30.46,0.010057165,0.003690965,-0.000848948,0.653143948,0.285698138,0.014233682,0.00476716,-0.002677713,0.878818053,0.336680293,,,,-0.02,-0.03,1,-0.9,-1.9,-0.33,0.05,0.93,-19.27,3.38
30.476,0.009895337,0.003951314,-0.000776055,0.655850966,0.292800376,0.013840408,0.004721051,-0.002423753,0.873427909,0.33838366,,,,-0.03,-0.03,1.03,-1.57,-1.85,-0.35,0.05,0.95,-20.34,3.28
30.492,0.009810506,0.004154225,-0.000833987,0.659194644,0.297235677,0.01347475,0.004667228,-0.002188965,0.870443665,0.337416668,,,,-0.03,-0.03,1.03,-1.45,-1.52,-0.34,0.06,0.94,-19.75,3.67
30.508,0.009811869,0.00428474,-0.001016554,0.663136725,0.298540819,0.013158352,0.004606133,-0.001986955,0.870272822,0.333756587,,,,-0.03,-0.03,1.02,-1.45,-1.65,-0.34,0.06,0.93,-19.87,3.59
30.524,0.009901431,0.004334753,-0.001305478,0.667528961,0.29656091,0.012906733,0.004540396,-0.001826198,0.87302766,0.327693078,,,,-0.02,-0.02,1.01,-1.01,-1,-0.33,0.07,0.92,-19.04,4.36
30.54,0.010074029,0.004303623,-0.001673047,0.672148016,0.291484877,0.012729005,0.00447532,-0.001710544,0.878559513,0.319828771,,,,-0.02,-0.03,1.01,-0.9,-1.67,-0.33,0.06,0.92,-19.16,3.89
30.556,0.010318168,0.004198007,-0.002086087,0.676743541,0.28383784,0.012628367,0.004418862,-0.001640305,0.886519786,0.311042028,,,,-0.03,-0.03,1.01,-1.45,-1.44,-0.34,0.07,0.95,-19.87,4.02
30.573,0.010617517,0.004030921,-0.002510545,0.681088179,0.274426735,0.012603062,0.004380969,-0.001613555,0.896428821,0.302406764,,,,-0.02,-0.03,1.01,-0.9,-1.89,-0.33,0.05,0.93,-19.27,3.13
30.589,0.010952783,0.003820117,-0.002915897,0.685018685,0.264244945,0.012647489,0.00437226,-0.001627397,0.907736747,0.29507392,,,,-0.02,-0.03,1,-1.12,-1.67,-0.33,0.06,0.93,-19.27,3.85
30.604,0.011303727,0.003585985,-0.003278667,0.688460408,0.254349605,0.012753195,0.00440223,-0.001678996,0.919866207,0.290128907,,,,-0.02,-0.03,1,-1.12,-1.67,-0.33,0.06,0.92,-19.04,3.64
30.621,0.011651051,0.003349224,-0.003584551,0.69143112,0.245729169,0.012909601,0.00447731,-0.001766184,0.932232498,0.28844448,,,,-0.02,-0.03,1.01,-1.12,-1.89,-0.34,0.06,0.92,-19.87,3.63
30.637,0.011977935,0.003128534,-0.003828893,0.694023991,0.239179109,0.013104413,0.004599064,-0.001887439,0.944242803,0.290548746,,,,-0.02,-0.03,1.02,-1.34,-1.65,-0.34,0.06,0.94,-19.63,3.68
30.653,0.01227105,0.002938598,-0.004015611,0.696373013,0.235201739,0.013323819,0.004762869,-0.002041182,0.955282573,0.296526266,,,,-0.02,-0.04,1.01,-0.9,-1.99,-0.33,0.05,0.93,-19.39,3.14
30.669,0.012521016,0.002788607,-0.004154941,0.698606637,0.233943195,0.013552614,0.004957322,-0.002224556,0.964700758,0.305968067,,,,-0.02,-0.03,1.01,-1.01,-1.78,-0.33,0.06,0.93,-19.04,3.73
30.685,0.012722283,0.002681545,-0.004260501,0.70079679,0.235176483,0.013774411,0.005164605,-0.002432059,0.97180503,0.31798267,,,,-0.02,-0.04,1.01,-1.34,-1.99,-0.34,0.05,0.94,-19.99,3.22
30.701,0.012872568,0.002614375,-0.004346184,0.702911896,0.238334068,0.013972026,0.005361932,-0.00265447,0.975875293,0.33127361,,,,-0.02,-0.03,1.02,-1.34,-1.65,-0.34,0.06,0.94,-19.87,3.82
30.717,0.012971979,0.0025791,-0.004423327,0.704783925,0.242586797,0.014128151,0.005523998,-0.002878462,0.976200819,0.344279638,,,,-0.02,-0.03,1.01,-1.34,-1.66,-0.33,0.06,0.93,-19.16,3.47
30.733,0.013022022,0.002564526,-0.004498547,0.706099267,0.24695923,0.014226328,0.005626166,-0.003087159,0.972141576,0.355363906,,,,-0.02,-0.03,1.01,-0.9,-1.77,-0.33,0.06,0.93,-19.04,3.48
30.749,0.013024691,0.002558441,-0.004572525,0.706419661,0.250466175,0.014252214,0.005647928,-0.003261671,0.963207001,0.363029589,,,,-0.03,-0.03,1.02,-1.45,-1.65,-0.34,0.07,0.94,-19.63,4.16
30.765,0.012981865,0.002549827,-0.00463989,0.705233797,0.252252536,0.014195001,0.005576089,-0.003383434,0.949138895,0.366132658,,,,-0.02,-0.03,1.01,-1.23,-1.66,-0.33,0.07,0.92,-19.27,4.13
30.781,0.012895143,0.002530792,-0.004690192,0.702034476,0.251718062,0.014048811,0.005407105,-0.003437002,0.929983229,0.364059147,,,,-0.02,-0.03,1.01,-1.12,-1.56,-0.33,0.06,0.93,-19.16,3.96
30.797,0.01276618,0.002497935,-0.00470983,0.696411264,0.248609684,0.013813869,0.005148163,-0.003412845,0.906137925,0.356836422,,,,-0.02,-0.03,1.01,-0.9,-1.43,-0.33,0.06,0.93,-19.51,3.96
30.813,0.012597408,0.002452949,-0.004684615,0.688144108,0.243066886,0.013497241,0.004816827,-0.003309672,0.878367389,0.345157086,,,,-0.02,-0.02,1.01,-1.01,-1.22,-0.33,0.07,0.92,-19.16,4.49
30.829,0.012392955,0.002402386,-0.004602587,0.677280615,0.235611009,0.013112974,0.004439305,-0.003135878,0.847779018,0.330308366,,,,-0.02,-0.04,1.01,-1.01,-1.99,-0.34,0.05,0.94,-19.63,3.21
30.845,0.012159481,0.002356625,-0.004456629,0.664180351,0.22707802,0.012681555,0.004047636,-0.002909792,0.815761852,0.314016242,,,,-0.01,-0.03,1,-0.78,-1.45,-0.33,0.06,0.91,-19.51,3.67
30.861,0.011906675,0.002328223,-0.004246459,0.649513992,0.218504652,0.012228709,0.003676213,-0.002658613,0.783892482,0.298228643,,,,-0.02,-0.04,1,-1.01,-2.24,-0.33,0.05,0.93,-19.27,3.13
30.877,0.011647199,0.002329956,-0.003979662,0.634212365,0.210986755,0.011783591,0.003358136,-0.002416047,0.753817042,0.284871996,,,,-0.02,-0.03,1.02,-1.12,-1.86,-0.34,0.06,0.95,-19.99,3.78
30.893,0.011395987,0.002372864,-0.003671565,0.619369266,0.205532877,0.01137651,0.003121859,-0.002218885,0.727120317,0.27561718,,,,-0.02,-0.03,1.01,-1.12,-1.67,-0.33,0.06,0.92,-19.39,3.52
30.909,0.01116895,0.002464539,-0.003344024,0.606110746,0.202934938,0.011036322,0.002988502,-0.002102952,0.705193889,0.271685819,,,,-0.02,-0.03,1.01,-1.34,-1.89,-0.33,0.05,0.93,-19.51,3.13
30.925,0.010981297,0.002607864,-0.003023322,0.595450524,0.203673004,0.010787713,0.002970073,-0.002098902,0.689114875,0.273719615,,,,-0.02,-0.04,1.01,-1.34,-2.1,-0.34,0.05,0.94,-19.63,3.34
30.941,0.010845714,0.002800324,-0.002737484,0.588154517,0.207865446,0.010648628,0.003068753,-0.002228354,0.679545861,0.281726441,,,,-0.03,-0.03,1.01,-1.45,-1.77,-0.34,0.06,0.93,-19.63,3.61
30.957,0.010770738,0.003034014,-0.002513351,0.584636567,0.215270025,0.010628168,0.003277274,-0.002500802,0.67666606,0.295106553,,,,-0.02,-0.04,1.02,-1.34,-2.2,-0.34,0.06,0.94,-20.11,3.68
30.973,0.010759626,0.003296408,-0.002373755,0.58490246,0.225334888,0.01072529,0.003580248,-0.002911716,0.680143051,0.312750729,,,,-0.03,-0.03,1.02,-1.57,-1.43,-0.34,0.06,0.94,-19.63,3.7
30.99,0.010809915,0.003571839,-0.002335161,0.588551056,0.237290713,0.010928547,0.003956194,-0.003442106,0.689151707,0.333192089,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.33,0.06,0.92,-19.16,4.01
31.006,0.010913799,0.003843523,-0.002406067,0.594831165,0.250268159,0.011216968,0.004379919,-0.004059665,0.702441312,0.354787666,,,,-0.02,-0.03,1.01,-0.9,-1.77,-0.34,0.06,0.94,-19.99,3.45
31.022,0.011059205,0.004095812,-0.002586311,0.602742738,0.263421095,0.011562005,0.004824972,-0.004721395,0.718445366,0.375905131,,,,-0.02,-0.03,1.02,-1.12,-1.76,-0.34,0.06,0.93,-19.87,3.95
31.037,0.011231359,0.004316335,-0.002867294,0.611163776,0.276036812,0.011930317,0.005265901,-0.00537744,0.735423593,0.39509265,,,,-0.02,-0.02,1.01,-1.23,-1.33,-0.33,0.06,0.93,-19.27,3.95
31.054,0.011414532,0.004497686,-0.003233012,0.618981874,0.287617938,0.012287061,0.005680164,-0.005975749,0.751621679,0.411213819,,,,-0.01,-0.03,1.01,-0.56,-1.55,-0.32,0.06,0.92,-18.92,3.88
31.07,0.011593644,0.004638375,-0.003661725,0.625211094,0.297925414,0.012599257,0.006049561,-0.006467073,0.765430328,0.423534272,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.34,0.06,0.93,-19.75,3.85
31.086,0.01175546,0.004742945,-0.004128017,0.62907927,0.306977722,0.012838793,0.006361112,-0.006809784,0.775523397,0.431752565,,,,-0.02,-0.03,1.01,-1.23,-1.67,-0.33,0.07,0.93,-19.39,4.22
31.102,0.011889232,0.004821261,-0.004605001,0.630076859,0.315008928,0.01298468,0.006607342,-0.006973981,0.780957712,0.435975411,,,,-0.02,-0.03,1.01,-0.9,-1.67,-0.32,0.06,0.92,-18.8,3.64
31.118,0.011986768,0.004887152,-0.00506641,0.627965026,0.322395603,0.013024297,0.006785985,-0.006944465,0.781223399,0.436645767,,,,-0.01,-0.03,1,-0.67,-1.79,-0.32,0.06,0.91,-18.92,3.55
31.134,0.012042015,0.004956609,-0.005488402,0.622746452,0.329568128,0.012953552,0.006899205,-0.006722209,0.77624153,0.434440113,,,,-0.02,-0.03,1.01,-1.23,-1.89,-0.34,0.06,0.93,-19.87,3.49
31.15,0.01205034,0.005045821,-0.005850943,0.614607392,0.336923858,0.012776066,0.006952526,-0.006324183,0.766315734,0.430156144,,,,-0.03,-0.04,1.02,-1.45,-2.09,-0.35,0.05,0.94,-20.34,3.09
31.166,0.012007717,0.005169251,-0.00613878,0.603844511,0.344757762,0.012501717,0.006953717,-0.005781572,0.752054495,0.42461112,,,,-0.02,-0.02,1.01,-1.34,-1.33,-0.34,0.07,0.93,-19.75,4.55
31.182,0.011910126,0.005337979,-0.006342045,0.590792956,0.353220544,0.012144975,0.006911827,-0.005136711,0.734284512,0.418563904,,,,-0.02,-0.03,1,-1.01,-1.56,-0.32,0.06,0.91,-18.68,3.55
31.198,0.011753338,0.005558449,-0.006456549,0.575770295,0.362307,0.011723354,0.006836454,-0.004439102,0.713968726,0.412664312,,,,-0.02,-0.03,1.01,-1.34,-1.66,-0.33,0.06,0.94,-19.51,3.7
31.214,0.011533184,0.005831694,-0.006483745,0.559044449,0.3718719,0.011256031,0.006737292,-0.003740949,0.692130661,0.407426909,,,,-0.02,-0.04,1.01,-1.12,-2.1,-0.33,0.06,0.94,-19.39,3.7
31.23,0.011246202,0.006153132,-0.006430308,0.540826173,0.381668259,0.010762544,0.006623875,-0.00309261,0.669779546,0.403224712,,,,-0.01,-0.03,1,-0.78,-1.56,-0.33,0.06,0.93,-19.04,3.74
31.246,0.010890495,0.00651298,-0.006307297,0.521280793,0.3914015,0.010261472,0.006505494,-0.002538442,0.647832099,0.400298309,,,,-0.02,-0.02,1.01,-1.12,-1.33,-0.34,0.06,0.93,-19.63,3.59
31.262,0.010466559,0.006897218,-0.006128949,0.500551306,0.400789924,0.00976913,0.006391204,-0.002113418,0.627033333,0.398775135,,,,-0.02,-0.03,1.01,-1.34,-1.43,-0.33,0.07,0.94,-19.51,4.3
31.279,0.009977941,0.007288957,-0.005911195,0.478785463,0.409618496,0.00929841,0.006289791,-0.001840827,0.607885617,0.398692257,,,,-0.02,-0.03,1.01,-1.12,-1.44,-0.34,0.06,0.94,-20.11,3.68
31.294,0.009431595,0.007669982,-0.005670099,0.456161806,0.417772843,0.008857947,0.006209613,-0.001731166,0.590599577,0.40001617,,,,-0.02,-0.02,1.01,-1.12,-1.33,-0.34,0.06,0.93,-19.63,3.59
31.311,0.008837948,0.008022248,-0.005420406,0.432911342,0.425244962,0.008451742,0.00615825,-0.001782249,0.575079739,0.402655937,,,,-0.02,-0.03,1.01,-1.23,-1.66,-0.33,0.06,0.93,-19.51,3.71
31.327,0.008210661,0.008329183,-0.005174391,0.409331922,0.432109629,0.008079309,0.006142001,-0.001980343,0.56095149,0.406470088,,,,-0.02,-0.02,1.01,-1.12,-1.33,-0.33,0.06,0.92,-19.27,3.88
31.343,0.007566112,0.008576687,-0.00494115,0.385792463,0.438478235,0.007736303,0.006165319,-0.002302083,0.547626876,0.411270381,,,,-0.02,-0.03,1.01,-1.01,-1.88,-0.34,0.06,0.94,-19.75,3.58
31.359,0.006922653,0.008753811,-0.004726394,0.362725209,0.444442723,0.007415538,0.006230309,-0.002716876,0.534399557,0.416825749,,,,-0.03,-0.03,1.02,-1.57,-1.86,-0.35,0.06,0.95,-20.22,3.77
31.375,0.006299701,0.008853158,-0.00453277,0.340606236,0.450025236,0.007108261,0.006336387,-0.003189593,0.520555416,0.422868775,,,,-0.02,-0.03,1.01,-1.23,-1.89,-0.32,0.06,0.92,-18.68,3.54
31.391,0.00571674,0.008871102,-0.00436064,0.319926607,0.455147392,0.006805561,0.006480149,-0.003683385,0.505482755,0.429105618,,,,-0.02,-0.02,1,-1.01,-1.34,-0.33,0.06,0.92,-19.16,4.01
31.407,0.005192289,0.008807869,-0.004209105,0.30115771,0.459626657,0.006499684,0.0066555,-0.004162416,0.488763896,0.435228388,,,,-0.02,-0.03,1,-1.34,-1.57,-0.33,0.06,0.92,-19.04,3.89
31.422,0.004742883,0.0086675,-0.004077046,0.284714626,0.463198633,0.006185058,0.006854015,-0.004594236,0.47023214,0.440927015,,,,-0.03,-0.03,1.02,-1.68,-1.54,-0.35,0.06,0.95,-20.22,3.66
31.438,0.004382101,0.008457645,-0.003963918,0.270921646,0.465556993,0.005858909,0.007065479,-0.004951638,0.44998725,0.445897151,,,,-0.03,-0.02,1.02,-1.45,-1.31,-0.34,0.07,0.94,-19.99,4.18
31.455,0.004119711,0.008189114,-0.003870193,0.259983833,0.466399854,0.005521507,0.007278518,-0.005213992,0.428374349,0.449842232,,,,-0.02,-0.02,1,-0.9,-1.34,-0.33,0.06,0.91,-19.27,3.67
31.471,0.003961013,0.007875141,-0.003797432,0.251966239,0.465472113,0.005176081,0.007481212,-0.005368099,0.405937164,0.452471045,,,,-0.02,-0.03,1,-1.12,-1.56,-0.33,0.06,0.93,-19.39,3.48
31.487,0.003906372,0.007530344,-0.003747968,0.24677912,0.462596702,0.004828454,0.007661634,-0.005408593,0.383354782,0.453495346,,,,-0.02,-0.03,1.01,-1.12,-1.77,-0.33,0.06,0.93,-19.39,3.59
31.503,0.003950935,0.007169461,-0.003724203,0.244167053,0.457692353,0.004486325,0.007808295,-0.005337821,0.361367299,0.452633482,,,,-0.03,-0.03,1.02,-1.79,-1.53,-0.35,0.07,0.94,-20.22,4.16
31.519,0.0040845,0.006806049,-0.003727625,0.243703404,0.450779065,0.004158271,0.007910516,-0.005165219,0.340695592,0.449624044,,,,-0.02,-0.03,1.01,-1.23,-1.45,-0.33,0.06,0.92,-19.04,3.77
31.535,0.004291615,0.006451367,-0.003757793,0.244795954,0.441973534,0.003852608,0.007958761,-0.004906286,0.321963162,0.444249648,,,,-0.03,-0.03,1.01,-1.45,-1.44,-0.34,0.06,0.93,-19.87,3.59
31.551,0.004552021,0.006113591,-0.003811591,0.246710315,0.431476125,0.003576341,0.007944961,-0.004581256,0.305630061,0.436368029,,,,-0.02,-0.03,1.02,-1.23,-1.65,-0.34,0.06,0.93,-19.87,3.71
31.567,0.004841546,0.00579747,-0.003883005,0.24861437,0.419550797,0.003334427,0.007862895,-0.004213608,0.291948913,0.425946763,,,,-0.03,-0.03,1.01,-1.45,-1.66,-0.35,0.06,0.94,-20.22,3.67
31.583,0.005133509,0.005504441,-0.00396353,0.249641987,0.40650064,0.003129506,0.007708673,-0.003828524,0.280951029,0.413097146,,,,-0.03,-0.03,1.02,-1.45,-1.43,-0.34,0.07,0.94,-19.75,4.3
31.599,0.005400594,0.005233131,-0.004043202,0.248969493,0.392643128,0.00296213,0.007481313,-0.003451444,0.272465094,0.398100824,,,,-0.01,-0.03,1,-0.67,-1.79,-0.32,0.05,0.92,-18.92,3.41
31.615,0.005617033,0.004980182,-0.004112048,0.245894639,0.378289797,0.002831345,0.007183337,-0.003106755,0.266161991,0.381421547,,,,-0.02,-0.03,1.01,-1.23,-1.77,-0.34,0.07,0.93,-19.75,4.09
31.631,0.005760832,0.004741256,-0.004161622,0.239905869,0.363734604,0.002735378,0.006821265,-0.002816572,0.261611427,0.363695706,,,,-0.02,-0.03,1,-1.12,-1.79,-0.33,0.06,0.92,-19.04,3.51
31.647,0.005815711,0.004512092,-0.004186234,0.230731441,0.349253567,0.0026721,0.006405871,-0.002599484,0.258334644,0.345698846,,,,-0.02,-0.03,1.01,-1.34,-1.55,-0.34,0.07,0.94,-20.11,4.04
31.663,0.005772519,0.004289469,-0.004183551,0.218363042,0.335115125,0.002639156,0.005952046,-0.002469244,0.25584325,0.328289219,,,,-0.02,-0.03,1.01,-1.34,-1.55,-0.34,0.06,0.94,-19.75,3.82
31.679,0.005629963,0.004071979,-0.004154426,0.203054103,0.321596895,0.00263373,0.005478163,-0.00243354,0.253661961,0.312333221,,,,-0.02,-0.03,1,-1.12,-1.57,-0.33,0.06,0.93,-19.04,3.5
31.695,0.005394615,0.003860506,-0.004101953,0.185296274,0.309002334,0.002652101,0.005004967,-0.002493095,0.251338019,0.298621636,,,,-0.02,-0.03,1.01,-1.23,-1.66,-0.34,0.06,0.94,-19.87,3.46
31.711,0.005080204,0.003658374,-0.004029973,0.165778291,0.297671501,0.002689134,0.004554108,-0.002641332,0.248441424,0.287789515,,,,-0.02,-0.03,1.02,-1.34,-1.76,-0.34,0.06,0.93,-19.63,3.49
31.727,0.004706292,0.003471182,-0.003941343,0.145331583,0.287982994,0.002737915,0.004146517,-0.002864721,0.244560673,0.280253883,,,,-0.02,-0.04,1.01,-1.34,-2,-0.34,0.05,0.93,-19.63,3.24
31.743,0.004296436,0.00330638,-0.003836409,0.12486729,0.280346948,0.00278968,0.003800885,-0.003143829,0.239299553,0.276180566,,,,-0.02,-0.03,1.02,-1.23,-1.54,-0.34,0.06,0.94,-19.75,3.94
31.76,0.003876022,0.003172686,-0.003712048,0.105309523,0.275189819,0.002834161,0.003532445,-0.003454958,0.232280263,0.275484725,,,,-0.03,-0.03,1.01,-1.45,-1.44,-0.33,0.06,0.93,-19.39,3.74
31.775,0.003469987,0.003079391,-0.003561572,0.08752911,0.272930915,0.00286034,0.003352184,-0.003772262,0.223155839,0.277862158,,,,-0.02,-0.03,1.01,-1.23,-1.77,-0.34,0.05,0.93,-19.75,3.35
31.791,0.003100644,0.003035617,-0.003375513,0.072280889,0.273950253,0.002857497,0.003266527,-0.004070112,0.211631582,0.282843132,,,,-0.02,-0.04,1.01,-1.01,-2.1,-0.33,0.06,0.93,-19.39,3.73
31.808,0.002785792,0.003049512,-0.003143177,0.060146724,0.278549017,0.002816345,0.003277417,-0.004325512,0.197492576,0.289858347,,,,-0.02,-0.03,1.01,-1.34,-1.66,-0.33,0.06,0.93,-19.39,3.48
31.824,0.002537257,0.00312742,-0.002854701,0.051486897,0.286905911,0.002730043,0.003382629,-0.004520285,0.180633233,0.298305696,,,,-0.02,-0.02,1.01,-1.34,-1.11,-0.33,0.07,0.93,-19.51,4.46
31.84,0.002359957,0.003273051,-0.002503289,0.046404893,0.299033229,0.002594939,0.003576116,-0.004642828,0.161085466,0.307605781,,,,-0.03,-0.04,1.01,-1.57,-1.99,-0.34,0.06,0.93,-19.87,3.59
31.856,0.00225163,0.003486672,-0.002087348,0.044733426,0.314736347,0.002410979,0.003848205,-0.004689268,0.139044193,0.317235336,,,,-0.03,-0.03,1.01,-1.57,-1.77,-0.34,0.06,0.93,-19.63,3.97
31.872,0.002203355,0.003764428,-0.001612206,0.046050133,0.333582109,0.002181879,0.004185569,-0.004663928,0.114890708,0.326733219,,,,-0.03,-0.04,1.01,-1.68,-1.99,-0.34,0.05,0.93,-19.87,3.35
31.888,0.002200922,0.004097942,-0.001091196,0.04972745,0.354883995,0.001915159,0.004571112,-0.004579061,0.089213582,0.335682138,,,,-0.02,-0.03,1.02,-1.34,-1.54,-0.34,0.06,0.94,-19.75,3.82
31.904,0.002226933,0.004474339,-0.000545912,0.055012954,0.377711638,0.00162211,0.004983967,-0.00445386,0.062822601,0.343676768,,,,-0.01,-0.03,1,-0.78,-1.57,-0.32,0.06,0.91,-18.68,3.57
31.92,0.002263294,0.00487678,-5.51E-06,0.06112662,0.400928332,0.001317618,0.005399836,-0.004312786,0.036745981,0.350292208,,,,-0.02,-0.03,1.01,-1.01,-1.55,-0.34,0.06,0.94,-19.99,3.58
31.936,0.002293614,0.005285492,0.000495015,0.067354636,0.423255674,0.001019647,0.005791807,-0.004183296,0.012198589,0.355065772,,,,-0.02,-0.03,1.02,-1.12,-1.76,-0.33,0.06,0.94,-19.51,3.58
31.952,0.002305087,0.005679215,0.000917606,0.07311949,0.443361702,0.000748198,0.006131681,-0.004093118,-0.009488142,0.357501481,,,,-0.02,-0.04,1.01,-1.12,-1.99,-0.33,0.05,0.93,-19.27,3.23
31.968,0.002289545,0.006036948,0.001224737,0.07801275,0.459967322,0.00052364,0.006391782,-0.004067285,-0.026977111,0.357100992,,,,-0.01,-0.03,1,-0.78,-1.57,-0.33,0.07,0.91,-19.27,4.17
31.984,0.0022436,0.006339857,0.00138363,0.081786842,0.471962626,0.000364465,0.006547119,-0.004125159,-0.039071616,0.353417325,,,,-0.02,-0.02,1.01,-1.23,-1.11,-0.33,0.06,0.93,-19.16,3.74
32,0.002167932,0.006573098,0.001370626,0.084311933,0.478519294,0.000284698,0.006577695,-0.004277685,-0.044881926,0.346120283,,,,-0.03,-0.02,1.03,-1.57,-0.98,-0.35,0.07,0.95,-20.7,4.46
32.016,0.002065991,0.006727263,0.001175121,0.085512357,0.479180975,0.000291372,0.006470656,-0.00452525,-0.043987379,0.335058519,,,,-0.03,-0.03,1.03,-1.45,-1.53,-0.34,0.06,0.94,-20.11,3.46
32.032,0.001942469,0.006799193,0.00080235,0.085301867,0.473915161,0.000382564,0.006222017,-0.004856597,-0.036561704,0.320305438,,,,-0.02,-0.03,1.02,-1.34,-1.54,-0.34,0.06,0.94,-19.87,3.46
32.048,0.001801925,0.006792016,0.000274331,0.083535898,0.463118373,0.000546465,0.005837744,-0.005249266,-0.02343154,0.302183211,,,,-0.02,-0.03,1.02,-1.23,-1.54,-0.33,0.06,0.93,-19.27,3.71
32.064,0.00164779,0.006714492,-0.000371421,0.079991944,0.447576985,0.000761761,0.005334096,-0.005671719,-0.006051103,0.281265793,,,,-0.02,-0.03,1.01,-1.01,-1.88,-0.34,0.06,0.93,-19.87,3.48
32.08,0.001481818,0.00657982,-0.001085327,0.074379606,0.428393189,0.000999335,0.004737155,-0.006086944,0.013607198,0.258363842,,,,-0.02,-0.03,1.02,-1.23,-1.43,-0.34,0.07,0.93,-19.99,4.07
32.096,0.001303914,0.006404079,-0.001810899,0.066374069,0.40688761,0.001225124,0.004081508,-0.006457022,0.033232828,0.234492197,,,,-0.02,-0.02,1,-1.01,-1.34,-0.33,0.06,0.92,-19.16,3.53
32.112,0.001112228,0.006204485,-0.002490862,0.055662568,0.38448866,0.001403767,0.003408059,-0.006747983,0.050405219,0.210818103,,,,-0.02,-0.03,1.01,-0.9,-1.55,-0.33,0.06,0.93,-19.27,3.85
32.128,0.000903434,0.005997599,-0.003073391,0.041992598,0.362617197,0.00150256,0.002761049,-0.00693424,0.062840076,0.188588592,,,,-0.02,-0.04,1,-1.23,-2.01,-0.33,0.06,0.93,-19.39,3.61
32.144,0.000673097,0.005797701,-0.003517609,0.025212317,0.342575442,0.001495146,0.002184482,-0.007001972,0.068619668,0.169038558,,,,-0.02,-0.03,1.01,-1.12,-1.67,-0.32,0.06,0.92,-18.8,3.75
32.16,0.00041611,0.005615535,-0.003797606,0.005296836,0.325450181,0.001364333,0.001718287,-0.006950978,0.066373948,0.153285598,,,,-0.02,-0.03,0.99,-0.9,-1.69,-0.32,0.05,0.9,-18.68,3.46
32.176,0.000127158,0.005457611,-0.00390449,-0.017642191,0.312039199,0.001103617,0.001394635,-0.006794668,0.055387016,0.142222145,,,,-0.02,-0.03,1,-1.12,-1.45,-0.33,0.06,0.93,-19.16,3.73
32.193,-0.000198769,0.005326114,-0.003846269,-0.04336264,0.302806391,0.000717176,0.001234856,-0.006558171,0.035617346,0.136419139,,,,-0.03,-0.03,1.02,-1.45,-1.76,-0.34,0.05,0.95,-20.11,3.18
32.209,-0.000565783,0.005219392,-0.003645725,-0.071509261,0.297867473,0.000218487,0.001247364,-0.006274911,0.007637681,0.13605749,,,,-0.02,-0.03,1.02,-1.34,-1.87,-0.34,0.05,0.94,-19.75,3.1
32.225,-0.000976422,0.005132871,-0.003336789,-0.101635398,0.297006575,-0.00037205,0.001426915,-0.005982341,-0.027484767,0.14090268,,,,-0.02,-0.03,1.01,-1.34,-1.88,-0.33,0.05,0.93,-19.16,3.24
32.24,-0.001430926,0.005060268,-0.002960062,-0.133222481,0.299723072,-0.001029992,0.001755334,-0.005717616,-0.068341754,0.150332358,,,,-0.02,-0.03,1,-1.12,-1.67,-0.33,0.06,0.92,-19.16,3.65
32.257,-0.001926594,0.004994931,-0.002558128,-0.165694052,0.3053054,-0.001729765,0.002203656,-0.005513745,-0.113348628,0.163416255,,,,-0.02,-0.03,1.02,-1.34,-1.65,-0.34,0.06,0.94,-19.75,3.81
32.273,-0.002457385,0.004931153,-0.002171134,-0.198425648,0.31292407,-0.00244731,0.002735349,-0.005396542,-0.160903195,0.179035361,,,,-0.02,-0.03,1.01,-1.12,-1.55,-0.33,0.06,0.93,-19.51,3.72
32.289,-0.0030139,0.004865304,-0.001832974,-0.230754923,0.321731603,-0.003162198,0.003310147,-0.005382465,-0.209524038,0.196018162,,,,-0.02,-0.03,1.01,-1.23,-1.55,-0.34,0.07,0.93,-19.75,4.2
32.305,-0.003583816,0.004796666,-0.001568397,-0.261996992,0.330954921,-0.003859031,0.003887933,-0.005477417,-0.257953743,0.213269528,,,,-0.02,-0.03,1.01,-1.23,-1.55,-0.34,0.06,0.92,-19.87,3.51
