Timestamp,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
2025-11-05 08:55:47.618,-0.16,0.08,0.99,-9.1,4.51,-0.12,0.02,0.99,-6.84,1.35
2025-11-05 08:55:47.630,-0.19,0.04,1.03,-11.15,2.17,-0.13,0.0,1.01,-7.18,0.22
2025-11-05 08:55:47.643,-0.26,0.0,1.03,-14.82,0.0,-0.18,0.04,1.01,-10.58,2.22
2025-11-05 08:55:47.655,-0.23,0.07,0.98,-13.32,4.21,-0.21,0.01,1.0,-11.83,0.34
2025-11-05 08:55:47.667,-0.25,0.1,0.95,-14.36,5.99,-0.17,-0.03,0.98,-9.9,-1.48
2025-11-05 08:55:47.680,-0.29,0.14,0.96,-16.68,8.57,-0.21,0.02,0.98,-11.83,1.03
2025-11-05 08:55:47.692,-0.28,0.15,0.93,-15.99,9.07,-0.21,0.0,0.96,-11.95,0.0
2025-11-05 08:55:47.705,-0.27,0.13,1.01,-15.87,7.3,-0.21,-0.05,0.98,-12.06,-2.74
2025-11-05 08:55:47.717,-0.3,0.13,0.94,-17.39,8.16,-0.25,-0.0,0.98,-14.25,-0.23
2025-11-05 08:55:47.729,-0.35,0.12,0.96,-20.58,7.21,-0.25,0.01,0.96,-14.36,0.47
2025-11-05 08:55:47.742,-0.37,0.11,0.89,-21.9,6.75,-0.28,0.01,1.02,-16.1,0.77
2025-11-05 08:55:47.754,-0.36,0.11,0.91,-21.06,6.64,-0.26,0.04,0.96,-14.82,2.32
2025-11-05 08:55:47.766,-0.33,0.08,0.82,-19.39,5.74,-0.26,0.03,0.92,-15.17,2.06
2025-11-05 08:55:47.778,-0.32,0.02,0.93,-18.68,0.96,-0.26,0.01,1.02,-14.94,0.33
2025-11-05 08:55:47.791,-0.38,0.12,1.04,-22.15,6.67,-0.26,0.05,1.0,-15.17,3.02
2025-11-05 08:55:47.803,-0.32,0.11,0.86,-18.92,6.97,-0.26,0.03,0.96,-14.94,1.98
2025-11-05 08:55:47.818,-0.35,0.2,0.95,-20.34,12.03,-0.26,-0.03,1.0,-14.82,-1.79
2025-11-05 08:55:47.832,-0.35,0.2,1.18,-20.46,9.59,-0.23,-0.07,0.96,-13.55,-4.09
2025-11-05 08:55:47.844,-0.31,0.1,0.83,-18.33,6.55,-0.27,-0.01,0.96,-15.75,-0.46
2025-11-05 08:55:47.857,-0.35,0.06,1.16,-20.58,3.09,-0.28,-0.02,1.01,-16.22,-1.33
2025-11-05 08:55:47.869,-0.31,0.09,0.96,-17.97,5.11,-0.26,-0.04,1.0,-14.82,-2.02
2025-11-05 08:55:47.881,-0.29,0.08,0.9,-17.04,5.09,-0.28,-0.0,0.98,-16.1,-0.23
2025-11-05 08:55:47.893,-0.31,0.07,0.96,-17.97,4.09,-0.28,-0.02,0.97,-16.1,-1.16
2025-11-05 08:55:47.906,-0.29,0.07,1.04,-16.92,3.66,-0.25,-0.04,0.96,-14.48,-2.43
2025-11-05 08:55:47.918,-0.32,0.04,0.99,-18.45,2.37,-0.25,-0.02,0.96,-14.25,-0.94
2025-11-05 08:55:47.931,-0.32,0.11,0.88,-18.45,7.3,-0.32,0.04,0.98,-18.8,2.29
2025-11-05 08:55:47.946,-0.31,0.13,0.94,-18.09,7.55,-0.29,-0.02,0.93,-16.68,-0.97
2025-11-05 08:55:47.960,-0.3,0.1,0.88,-17.39,6.2,-0.28,-0.01,0.94,-16.1,-0.48
2025-11-05 08:55:47.972,-0.29,0.14,0.92,-16.8,8.54,-0.3,-0.05,0.95,-17.39,-2.82
2025-11-05 08:55:47.984,-0.31,0.16,0.94,-18.21,9.77,-0.29,-0.02,0.94,-16.8,-0.95
2025-11-05 08:55:47.997,-0.32,0.15,0.94,-18.56,8.98,-0.29,-0.01,0.95,-16.92,-0.82
2025-11-05 08:55:48.009,-0.32,0.11,0.93,-18.45,6.7,-0.29,0.01,0.93,-17.15,0.36
2025-11-05 08:55:48.021,-0.35,0.11,0.94,-20.7,6.79,-0.3,-0.03,0.94,-17.39,-1.54
2025-11-05 08:55:48.034,-0.37,0.15,0.95,-21.9,9.2,-0.33,-0.02,0.93,-19.27,-1.32
2025-11-05 08:55:48.046,-0.34,0.07,0.93,-19.99,4.44,-0.32,0.02,0.96,-18.56,1.17
2025-11-05 08:55:48.057,-0.33,0.05,0.96,-19.27,2.92,-0.32,-0.02,0.93,-18.68,-1.45
2025-11-05 08:55:48.070,-0.36,0.09,0.94,-21.06,5.57,-0.31,-0.03,0.97,-18.21,-1.73
2025-11-05 08:55:48.082,-0.35,0.08,0.92,-20.46,4.96,-0.31,-0.05,0.93,-17.86,-2.99
2025-11-05 08:55:48.095,-0.36,0.08,0.93,-20.82,4.68,-0.38,-0.02,0.97,-22.27,-0.92
2025-11-05 08:55:48.107,-0.37,0.1,0.97,-21.66,5.98,-0.32,0.0,0.95,-18.56,0.12
2025-11-05 08:55:48.119,-0.36,0.09,0.93,-21.3,5.26,-0.35,-0.02,0.94,-20.22,-0.95
2025-11-05 08:55:48.131,-0.34,0.08,0.92,-19.63,4.75,-0.32,-0.01,0.92,-18.8,-0.49
2025-11-05 08:55:48.143,-0.37,0.1,0.9,-21.78,6.45,-0.31,-0.05,0.93,-18.09,-3.02
2025-11-05 08:55:48.156,-0.34,0.12,0.95,-19.63,6.95,-0.3,-0.06,0.94,-17.39,-3.46
2025-11-05 08:55:48.168,-0.33,0.13,0.93,-19.51,7.66,-0.31,0.0,0.92,-17.97,0.24
2025-11-05 08:55:48.181,-0.32,0.11,0.93,-18.8,6.86,-0.29,-0.04,0.92,-16.68,-2.55
2025-11-05 08:55:48.193,-0.28,0.13,0.92,-16.45,7.96,-0.27,-0.03,0.92,-15.64,-1.7
2025-11-05 08:55:48.205,-0.31,0.14,0.93,-17.97,8.58,-0.28,-0.03,0.96,-16.33,-1.87
2025-11-05 08:55:48.217,-0.31,0.18,0.96,-18.09,10.55,-0.32,-0.04,0.97,-18.56,-2.07
2025-11-05 08:55:48.230,-0.34,0.11,0.96,-19.87,6.75,-0.29,-0.03,0.96,-17.04,-1.62
2025-11-05 08:55:48.242,-0.32,0.12,0.95,-18.8,7.05,-0.31,-0.03,0.97,-18.09,-1.61
