Timestamp,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
2025-11-05 08:46:01.543,-0.06,-0.07,1.01,-3.7,-3.89,-0.2,-0.4,0.9,-11.72,-24.23
2025-11-05 08:46:01.556,-0.11,0.01,1.01,-6.39,0.78,-0.06,0.07,0.99,-3.58,3.84
2025-11-05 08:46:01.799,-0.09,0.03,1.01,-5.27,1.55,-0.06,0.06,0.98,-3.58,3.41
2025-11-05 08:46:02.369,-0.03,0.07,1.01,-1.45,4.1,-0.06,0.09,0.99,-3.36,5.07
2025-11-05 08:46:02.938,-0.03,0.06,1.01,-1.45,3.55,-0.05,0.11,0.97,-3.02,6.52
2025-11-05 08:46:03.508,-0.02,0.07,1.01,-1.23,3.99,-0.05,0.12,0.99,-2.91,6.65
2025-11-05 08:46:04.078,-0.02,0.08,1.01,-1.01,4.53,-0.05,0.11,0.99,-2.91,6.32
2025-11-05 08:46:04.648,-0.02,0.08,1.01,-1.01,4.66,-0.05,0.12,0.99,-3.02,6.64
2025-11-05 08:46:05.219,-0.01,0.08,1.01,-0.56,4.65,-0.05,0.13,0.98,-2.69,7.48
2025-11-05 08:46:05.788,-0.02,0.08,1.01,-1.01,4.55,-0.05,0.13,0.98,-2.69,7.57
2025-11-05 08:46:06.358,-0.01,0.08,1.02,-0.78,4.62,-0.04,0.13,0.99,-2.57,7.65
2025-11-05 08:46:06.929,-0.02,0.09,1.01,-1.01,4.98,-0.05,0.14,0.98,-2.69,7.95
2025-11-05 08:46:07.498,-0.02,0.08,1.01,-0.9,4.75,-0.04,0.14,0.98,-2.46,7.97
2025-11-05 08:46:08.068,-0.01,0.09,1.01,-0.78,4.88,-0.05,0.14,0.99,-2.69,8.0
2025-11-05 08:46:08.638,-0.02,0.09,1.0,-0.9,5.0,-0.05,0.15,0.98,-2.69,8.5
2025-11-05 08:46:09.208,-0.01,0.09,1.01,-0.67,4.97,-0.04,0.15,0.99,-2.46,8.78
2025-11-05 08:46:09.778,-0.01,0.09,1.01,-0.78,4.87,-0.04,0.15,0.98,-2.35,8.75
2025-11-05 08:46:10.348,-0.01,0.09,1.01,-0.56,4.87,-0.04,0.15,0.98,-2.24,8.96
2025-11-05 08:46:10.917,-0.01,0.08,1.01,-0.56,4.76,-0.04,0.15,0.98,-2.46,8.98
2025-11-05 08:46:11.487,-0.01,0.1,1.01,-0.56,5.42,-0.04,0.15,0.98,-2.13,8.91
2025-11-05 08:46:12.057,-0.02,0.08,1.01,-0.9,4.77,-0.04,0.15,0.98,-2.24,8.93
2025-11-05 08:46:12.627,-0.02,0.08,1.01,-1.23,4.44,-0.04,0.16,0.98,-2.35,9.04
2025-11-05 08:46:13.197,-0.02,0.09,1.01,-1.23,4.99,-0.04,0.15,0.98,-2.13,8.96
2025-11-05 08:46:13.767,-0.01,0.09,1.01,-0.67,4.96,-0.04,0.15,0.98,-2.13,8.94
2025-11-05 08:46:14.338,-0.01,0.08,1.01,-0.78,4.75,-0.04,0.15,0.97,-2.35,9.0
2025-11-05 08:46:14.907,-0.01,0.08,1.01,-0.78,4.76,-0.04,0.15,0.98,-2.46,8.81
2025-11-05 08:46:15.477,-0.02,0.09,1.01,-0.9,5.17,-0.04,0.15,0.98,-2.24,8.94
2025-11-05 08:46:16.048,-0.01,0.09,1.01,-0.78,5.19,-0.04,0.15,0.98,-2.24,8.91
2025-11-05 08:46:16.617,-0.01,0.09,1.0,-0.78,5.11,-0.04,0.16,0.98,-2.24,9.37
2025-11-05 08:46:17.187,-0.01,0.09,1.01,-0.67,4.86,-0.04,0.16,0.98,-2.13,9.05
2025-11-05 08:46:17.757,-0.01,0.09,1.01,-0.78,4.97,-0.04,0.16,0.98,-2.35,9.09
2025-11-05 08:46:18.326,-0.01,0.09,1.0,-0.78,5.11,-0.04,0.16,0.98,-2.01,9.15
2025-11-05 08:46:18.897,-0.02,0.09,1.01,-1.01,5.32,-0.04,0.16,0.98,-2.46,9.07
2025-11-05 08:46:19.466,-0.01,0.09,1.01,-0.56,5.09,-0.04,0.15,0.98,-2.13,8.85
2025-11-05 08:46:20.036,-0.02,0.09,1.0,-1.12,5.11,-0.04,0.16,0.98,-2.24,9.18
2025-11-05 08:46:20.606,-0.02,0.09,1.01,-0.9,5.09,-0.04,0.16,0.98,-2.35,9.15
2025-11-05 08:46:21.176,-0.02,0.09,1.0,-1.01,5.34,-0.04,0.15,0.98,-2.35,8.98
2025-11-05 08:46:21.746,-0.01,0.09,1.01,-0.67,5.32,-0.04,0.16,0.98,-2.35,9.17
2025-11-05 08:46:22.316,-0.02,0.09,1.01,-0.9,5.07,-0.04,0.16,0.98,-2.24,9.17
2025-11-05 08:46:22.886,-0.01,0.09,1.01,-0.67,4.98,-0.04,0.16,0.98,-2.35,9.07
2025-11-05 08:46:23.456,-0.01,0.08,1.01,-0.78,4.77,-0.04,0.16,0.98,-2.35,9.3
