Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r
0.244,-0.126608943033551,-0.015415874213958,0.997340290139696,-7.20563327006964,-0.820693084934856,-0.405980343642142,0.087079095454298,0.896949278854251,-23.8738074088164,5.48279951509937
0.257,-0.126680188426928,-0.01283273788389,0.998928348846229,-7.21755968777296,-0.676138406358215,-0.406970388475591,0.0889731693910436,0.898505952308627,-23.933170480313,5.59687643192554
0.269,-0.127011979438462,-0.0101625354072349,1.00053784564657,-7.24497382141999,-0.530222920609348,-0.40824850595557,0.0910599057709665,0.900017106642696,-24.0132212646909,5.72286015442319
0.282,-0.12754881626087,-0.00748878291436301,1.00216541065315,-7.28438389128213,-0.387013118173624,-0.409750743803824,0.09326828797773,0.901492114913401,-24.1098580394013,5.85590272742414
0.294,-0.128223710165667,-0.00490964829866945,1.00381441378815,-7.3316155305902,-0.251227460047905,-0.411396811815352,0.0955091912213881,0.902949864879575,-24.2178099122776,5.98997733905617
0.307,-0.128960242202774,-0.00253534115965601,1.00548479906275,-7.38193715417822,-0.128183585435203,-0.413090226138759,0.0976766255498356,0.904407147153377,-24.3306797589453,6.11805342499069
0.319,-0.129675237933999,-0.000483606358001455,1.00716374711124,-7.43023101394983,-0.0236405614170926,-0.414720803552117,0.0996509271740743,0.905868394428688,-24.4411324367237,6.23238682178234
0.331,-0.130282373663166,0.00112710937091119,1.00881891233608,-7.47122924051363,0.0564958365507749,-0.41617000067843,0.101304487462131,0.907318379927826,-24.5412540182412,6.32494582627763
0.344,-0.130696905319987,0.00218650533604796,1.01039544949747,-7.49982130800979,0.106595845781591,-0.417318907988836,0.10250988663476,0.908718794553198,-24.6230699036556,6.38795512137838
0.356,-0.130841435586675,0.00260212854617702,1.01181724768396,-7.51141951231793,0.121799347820123,-0.418058005906507,0.103149509070077,0.910008849960976,-24.6791703021538,6.41449790474711
0.369,-0.130652303763324,0.0023083326289182,1.01299201541753,-7.50234956622227,0.0984971042299646,-0.418297359709382,0.10312532412124,0.911109475753503,-24.7033660341801,6.39909716132355
0.381,-0.130085935897836,0.00127307946159897,1.01381939703649,-7.47022183612599,0.0347238750486891,-0.417975906110448,0.10236763132308,0.91193044696385,-24.6912946134198,6.33820661380177
0.394,-0.1291243729571,-0.000498218607930381,1.01420113025824,-7.41423582799147,-0.0695817768064105,-0.417068711975997,0.100841936995836,0.912379703928089,-24.6409081331122,6.23056737179024
0.408,-0.127779164475464,-0.00296196429291556,1.01405217633419,-7.33537276950611,-0.212464708965701,-0.415591350703494,0.0985534170008472,0.912373999501228,-24.5527877985535,6.07740712923905
0.42,-0.126092890367149,-0.00603850243503106,1.01331176864435,-7.23643915865205,-0.389984365252983,-0.413600855990945,0.0955485295133595,0.911849950543785,-24.4302460474176,5.88246540943408
0.432,-0.124137814275246,-0.00961672003227506,1.01195352915792,-7.12194114776708,-0.596382251452907,-0.411193164551848,0.0919134697364092,0.910774692541664,-24.2792032418389,5.65183155891335
0.445,-0.122011537431146,-0.0135606406255562,1.00999393974925,-6.99779174380464,-0.824373212636267,-0.408497392328252,0.0877694933491408,0.909155291452379,-24.1078532421585,5.3935976650211
0.457,-0.1198298792278,-0.0177174235386223,1.00749812891119,-6.87087071525525,-1.06553887968682,-0.405667428213135,0.0832655633064737,0.907045510695017,-23.9261425394582,5.11735456099547
0.471,-0.117717499762197,-0.0219261619225359,1.00458131940231,-6.74846857260091,-1.31079611292414,-0.402871198605995,0.0785690201699241,0.904547869605521,-23.7450812336318,4.83357823069454
0.485,-0.115797053976713,-0.026027029072951,1.00140412577707,-6.63765806581994,-1.55091712258965,-0.400277906891856,0.0738549342413747,0.901809018597594,-23.5759032367865,4.55295448507073
0.497,-0.1141779610847,-0.0298705305983957,0.9981607266626,-6.54465372976718,-1.77708524462513,-0.398043880332881,0.0692946163821576,0.899007654025383,-23.4291170295351,4.28567717410916
0.51,-0.112946129669925,-0.0333266294332622,0.995060642007165,-6.47423677003496,-1.98146688101199,-0.396298340110098,0.0650437442952854,0.896336137453151,-23.3135360752876,4.04074834937091
0.523,-0.11215608843969,-0.0362931733730438,0.992306800851062,-6.42932874546751,-2.15775709396903,-0.395131121990191,0.0612309776561111,0.893978951737246,-23.2354282008726,3.82532776747566
0.535,-0.111826793432893,-0.0387025444228662,0.990073925278017,-6.41078399596472,-2.30162414141488,-0.394584618786914,0.0579486727478619,0.892092246892828,-23.1979417769046,3.64422116092473
0.548,-0.111941803816122,-0.04052520305454,0.988491248107072,-6.4174342352294,-2.41096390595906,-0.394651615305948,0.0552476876911969,0.890788328839002,-23.2009268271885,3.49962217266059
0.561,-0.112453636517507,-0.0417691824004968,0.987632178419744,-6.44636776274128,-2.48590146301664,-0.395279353281224,0.0531376138186461,0.890127196001161,-23.2411783263369,3.39118667944193
0.573,-0.113291273466749,-0.0424755530302128,0.987511500331638,-6.49338022467506,-2.52854045550078,-0.396378708296198,0.0515921960991802,0.89011516894074,-23.3130284613497,3.31642305129036
0.586,-0.114369347024687,-0.0427109367661033,0.988089038851351,-6.5535111032436,-2.54252926346855,-0.397836425328732,0.0505581506373578,0.890709303394882,-23.4091491359518,3.27128496941424
0.599,-0.115597534601362,-0.0425587208727027,0.989277962207014,-6.62158207946628,-2.53254882005749,-0.399528166130658,0.04996497052344,0.89182584437312,-23.5214121759486,3.25081439354063
0.612,-0.116888976347213,-0.042110507168966,0.990955856055376,-6.69266993297847,-2.50381749672246,-0.401330471294252,0.0497337885533205,0.893351030926655,-23.6416795031152,3.24971225360568
0.624,-0.118166901598343,-0.0414587774684785,0.992976988543278,-6.76246814656346,-2.46167111853206,-0.40313033937686,0.0497843643443118,0.895152719739285,-23.7624374958262,3.26277748205475
0.637,-0.119369034512404,-0.04069116432006,0.995184559222245,-6.82751487853585,-2.41123745256699,-0.404831814112386,0.050040111011453,0.897091591849627,-23.877236252648,3.28520885523191
0.649,-0.120449733441217,-0.0398863113337448,0.997422155389998,-6.88528973581622,-2.35719902751878,-0.40635965194566,0.0504315081898525,0.89903123809832,-23.9809392051633,3.3127924612283
0.662,-0.121380160975381,-0.0391111100785978,0.999544020920414,-6.93420369158532,-2.30362699024999,-0.40766064780667,0.0508983553072267,0.900846950710681,-24.0698215283163,3.34200643513944
0.675,-0.122147006349918,-0.0384190607593892,1.00142387608762,-6.97351889536805,-2.25386937336127,-0.408703365385694,0.0513912090662244,0.902433213009771,-24.141566609272,3.37007063627733
0.688,-0.122750344240686,-0.0378495714369418,1.00296191051565,-7.00323507267803,-2.21048618153388,-0.4094768837052,0.0518720763222464,0.903709670685695,-24.1952002357511,3.39495447876451
0.7,-0.123201147703872,-0.0374280940040962,1.00408950645435,-7.02397079796665,-2.17523271340616,-0.40998896429052,0.0523141803373264,0.904625181251506,-24.2309875952884,3.41534010318929
0.713,-0.123518852774648,-0.0371669807779984,1.00477149482336,-7.0368575623685,-2.14909179505385,-0.410263947331154,0.0527006442169062,0.905159678520545,-24.250311431457,3.43053504522832
0.726,-0.123729225299845,-0.0370668270346069,1.00500616050941,-7.04345384274778,-2.13234484639941,-0.410340643605918,0.0530222679111871,0.905323911803215,-24.2555467949278,3.44034207269487
0.738,-0.123862583716381,-0.0371179920951272,1.00482341435677,-7.04567338507854,-2.12466244082823,-0.410270320859947,0.0532749247305434,0.905157273582527,-24.2499367334626,3.44491017858717
0.751,-0.123952218482017,-0.0373021154347085,1.00428139839457,-7.04570938643511,-2.12519869045577,-0.410114570986284,0.053457161078249,0.904723837550294,-24.2374536504492,3.44459325355525
0.763,-0.12403273068379,-0.0375937214632684,1.00346153092289,-7.04593183218901,-2.13268889165379,-0.409942573401989,0.053568326573918,0.904106618750294,-24.2226156098006,3.43982973258847
0.775,-0.124138045644668,-0.0379622097326714,1.00246190436948,-7.04874182351392,-2.14556293481736,-0.409827205477047,0.0536072405635068,0.903400099648677,-24.210225334768,3.43104146832377
0.787,-0.124298988977508,-0.0383744616388481,1.00138906498114,-7.05637958842273,-2.16208607663059,-0.409839635339613,0.0535712813010335,0.902701219201359,-24.2050127074192,3.41854825360663
0.799,-0.12454048289634,-0.0387979826957276,1.0003484802457,-7.0706973810822,-2.18052404799098,-0.410042470451529,0.0534559182352822,0.902099313345967,-24.21118802746,3.40250666761056
0.813,-0.124878618773434,-0.0392041444373606,0.999434443664098,-7.0929233667263,-2.19931128058987,-0.410482172590039,0.0532549137328523,0.901665980995428,-24.2319505802197,3.3828948177396
0.825,-0.125318054453611,-0.0395708899824268,0.998720697515058,-7.12345493771934,-2.21718966569235,-0.411182057662386,0.0529614679266759,0.901446371373415,-24.2690335228495,3.35956453959832
0.838,-0.125850283671841,-0.0398842978625965,0.998253382538599,-7.16172388476598,-2.2332856197997,-0.412137448085847,0.052570393196322,0.90145358527668,-24.3223826586536,3.33236790901252
