run_index,hand,glove_time_ms,time,palm_mcp_flex,palm_pip_flex,palm_prox_yaw,palm_prox_pitch,palm_prox_roll,palm_prox_ax,palm_prox_ay,palm_prox_az,thumb_mcp_flex,thumb_pip_flex,thumb_prox_yaw,thumb_prox_pitch,thumb_prox_roll,thumb_prox_ax,thumb_prox_ay,thumb_prox_az,index_mcp_flex,index_pip_flex,index_prox_yaw,index_prox_pitch,index_prox_roll,index_prox_ax,index_prox_ay,index_prox_az,middle_mcp_flex,middle_pip_flex,middle_prox_yaw,middle_prox_pitch,middle_prox_roll,middle_prox_ax,middle_prox_ay,middle_prox_az,ring_mcp_flex,ring_pip_flex,ring_prox_yaw,ring_prox_pitch,ring_prox_roll,ring_prox_ax,ring_prox_ay,ring_prox_az,pinky_mcp_flex,pinky_pip_flex,pinky_prox_yaw,pinky_prox_pitch,pinky_prox_roll,pinky_prox_ax,pinky_prox_ay,pinky_prox_az,wrist_ax,wrist_ay,wrist_az,wrist_heading,wrist_pitch,wrist_roll
1,LeftGlove,80289,3958,-1,-1,0,0,0,0,0,0,2124,1811,0.01,0,0,0.0,-0.01,-0.01,1055,2079,0.02,0,0,0.0,0.0,0.0,0,2042,-0.01,0.01,0,0.0,-0.01,0.0,2149,2280,-0.03,0,0,0.0,0.0,0.0,1833,2028,-0.01,0,0,0.0,0.0,0.0,-0.55,3.48,9.1,0,-3.31,-20.63
1,LeftGlove,80357,4020,-1,-1,0,0,0,0,0,0,2123,1811,0.01,0,0,0.0,0.0,0.0,1055,2084,0.02,0,0,-0.01,0.0,0.0,0,2041,0.0,0.01,0,0.0,0.0,0.0,2149,2281,-0.03,0,0,-0.01,0.0,0.0,1835,2028,-0.01,0,0,0.0,0.0,0.0,-0.53,3.41,9.13,0,-3.31,-20.63
1,LeftGlove,80419,4088,-1,-1,0,0,0,0,0,0,2121,1807,0.01,0,0,0.0,0.0,0.0,1053,2083,0.02,0,0,0.01,0.01,0.0,0,2043,-0.01,0.01,0,0.0,0.0,-0.01,2151,2281,-0.03,0,0,0.0,0.0,0.0,1845,2038,-0.01,0,0,0.0,-0.01,0.0,-0.56,3.46,9.07,0,-3.31,-20.63
1,LeftGlove,80487,4150,-1,-1,0,0,0,0,0,0,2124,1811,0.01,0,0,0.0,0.0,-0.01,1051,2079,0.02,0,0,0.0,0.0,0.0,0,2043,-0.01,0.01,0,0.0,-0.01,-0.01,2150,2281,-0.03,0,0,0.01,0.0,-0.01,1837,2028,-0.01,0,0,0.0,0.0,0.0,-0.58,3.52,9.07,0,-3.31,-20.63
1,LeftGlove,80549,4214,-1,-1,0,0,0,0,0,0,2123,1811,0.01,0,0,0.0,0.0,-0.01,1053,2079,0.02,0,0,0.0,-0.01,0.0,0,2043,0.0,0.01,0,-0.01,0.0,-0.01,2152,2281,-0.03,0,0,0.0,0.0,0.0,1844,2035,-0.01,0,0,0.0,0.01,0.0,-0.57,3.44,9.13,0,-3.31,-20.63
1,LeftGlove,80613,4278,-1,-1,0,0,0,0,0,0,2121,1809,0.01,0,0,0.0,0.0,0.0,1059,2084,0.02,0,0,0.0,0.01,0.0,0,2043,0.0,0.01,0,0.0,0.0,0.01,2152,2281,-0.03,0,0,0.0,-0.01,0.0,1839,2031,-0.01,0,0,0.0,0.0,0.0,-0.54,3.41,9.14,0,-3.31,-20.63
1,LeftGlove,80677,4339,-1,-1,0,0,0,0,0,0,2125,1804,0.01,0,0,0.0,0.01,-0.01,1055,2078,0.02,0,0,-0.01,0.0,-0.01,0,2042,0.0,0.01,0,0.0,0.0,-0.01,2152,2285,-0.03,0,0,0.0,0.0,0.0,1839,2037,-0.01,0,0,0.0,0.0,0.0,-0.58,3.45,9.07,0,-3.31,-20.63
1,LeftGlove,80738,4400,-1,-1,0,0,0,0,0,0,2125,1809,0.01,0,0,0.0,0.0,-0.01,1055,2079,0.02,0,0,0.0,0.0,-0.01,0,2044,-0.01,0.01,0,0.0,0.0,0.0,2153,2281,-0.03,0,0,0.0,0.0,0.0,1839,2030,-0.01,0,0,0.0,-0.01,0.0,-0.57,3.46,9.09,0,-3.31,-20.63
1,LeftGlove,80799,4463,-1,-1,0,0,0,0,0,0,2123,1811,0.01,0,0,0.0,0.0,0.0,1054,2071,0.02,0,0,0.0,0.0,-0.01,0,2042,0.0,0.01,0,0.0,0.0,-0.01,2154,2281,-0.03,0,0,0.0,0.0,0.0,1839,2031,-0.01,0,0,0.0,0.0,0.01,-0.56,3.42,9.12,0,-3.31,-20.63
1,LeftGlove,80862,4528,-1,-1,0,0,0,0,0,0,2124,1812,0.01,0,0,0.0,0.0,-0.01,1055,2078,0.02,0,0,0.0,0.0,0.0,0,2043,0.0,0.01,0,0.0,0.0,0.0,2152,2285,-0.03,0,0,-0.01,0.0,0.0,1843,2035,-0.01,0,0,0.0,0.0,0.0,-0.54,3.42,9.12,0,-3.31,-20.63
1,LeftGlove,80927,4589,-1,-1,0,0,0,0,0,0,2125,1809,0.01,0,0,0.0,0.0,-0.01,1042,2079,0.02,0,0,0.0,0.0,0.0,0,2043,0.0,0.01,0,0.0,0.01,0.0,2151,2283,-0.03,0,0,0.0,0.0,0.0,1838,2039,-0.01,0,0,-0.01,0.0,0.0,-0.57,3.45,9.07,0,-3.31,-20.63
1,LeftGlove,80988,4650,-1,-1,0,0,0,0,0,0,2121,1811,0.01,0,0,0.0,0.0,-0.01,1053,2079,0.02,0,0,0.0,-0.01,-0.01,0,2041,-0.01,0.01,0,0.0,0.0,0.0,2151,2282,-0.03,0,0,0.0,0.0,0.0,1843,2031,-0.01,0,0,0.01,-0.01,0.0,-0.58,3.47,9.08,0,-3.31,-20.63
1,LeftGlove,81049,4715,-1,-1,0,0,0,0,0,0,2121,1806,0.01,0,0,0.0,0.0,-0.01,1055,2085,0.02,0,0,0.0,0.0,0.01,0,2043,0.0,0.01,0,0.0,0.0,0.0,2152,2283,-0.03,0,0,0.0,0.0,0.0,1837,2031,-0.01,0,0,-0.01,0.01,0.01,-0.53,3.43,9.13,0,-3.31,-20.63
1,LeftGlove,81114,4778,-1,-1,0,0,0,0,0,0,2125,1810,0.01,0,0,0.0,0.0,0.0,1055,2079,0.02,0,0,0.0,0.0,-0.01,1,2041,0.0,0.01,0,0.0,0.0,0.0,2152,2281,-0.03,0,0,0.0,0.0,0.0,1839,2025,-0.01,0,0,0.0,0.01,0.0,-0.56,3.43,9.13,0,-3.31,-20.63
