run_index,request_id,request_ts,left_hand,left_glove_time_ms,left_time,left_palm_mcp_flex,left_palm_pip_flex,left_palm_mid_yaw,left_palm_mid_pitch,left_palm_mid_roll,left_palm_mid_ax,left_palm_mid_ay,left_palm_mid_az,left_palm_prox_yaw,left_palm_prox_pitch,left_palm_prox_roll,left_palm_prox_ax,left_palm_prox_ay,left_palm_prox_az,left_thumb_mcp_flex,left_thumb_pip_flex,left_thumb_mid_yaw,left_thumb_mid_pitch,left_thumb_mid_roll,left_thumb_mid_ax,left_thumb_mid_ay,left_thumb_mid_az,left_thumb_prox_yaw,left_thumb_prox_pitch,left_thumb_prox_roll,left_thumb_prox_ax,left_thumb_prox_ay,left_thumb_prox_az,left_index_mcp_flex,left_index_pip_flex,left_index_mid_yaw,left_index_mid_pitch,left_index_mid_roll,left_index_mid_ax,left_index_mid_ay,left_index_mid_az,left_index_prox_yaw,left_index_prox_pitch,left_index_prox_roll,left_index_prox_ax,left_index_prox_ay,left_index_prox_az,left_middle_mcp_flex,left_middle_pip_flex,left_middle_mid_yaw,left_middle_mid_pitch,left_middle_mid_roll,left_middle_mid_ax,left_middle_mid_ay,left_middle_mid_az,left_middle_prox_yaw,left_middle_prox_pitch,left_middle_prox_roll,left_middle_prox_ax,left_middle_prox_ay,left_middle_prox_az,left_ring_mcp_flex,left_ring_pip_flex,left_ring_mid_yaw,left_ring_mid_pitch,left_ring_mid_roll,left_ring_mid_ax,left_ring_mid_ay,left_ring_mid_az,left_ring_prox_yaw,left_ring_prox_pitch,left_ring_prox_roll,left_ring_prox_ax,left_ring_prox_ay,left_ring_prox_az,left_pinky_mcp_flex,left_pinky_pip_flex,left_pinky_mid_yaw,left_pinky_mid_pitch,left_pinky_mid_roll,left_pinky_mid_ax,left_pinky_mid_ay,left_pinky_mid_az,left_pinky_prox_yaw,left_pinky_prox_pitch,left_pinky_prox_roll,left_pinky_prox_ax,left_pinky_prox_ay,left_pinky_prox_az,left_wrist_ax,left_wrist_ay,left_wrist_az,left_wrist_heading,left_wrist_pitch,left_wrist_roll,right_hand,right_glove_time_ms,right_time,right_palm_mcp_flex,right_palm_pip_flex,right_palm_mid_yaw,right_palm_mid_pitch,right_palm_mid_roll,right_palm_mid_ax,right_palm_mid_ay,right_palm_mid_az,right_palm_prox_yaw,right_palm_prox_pitch,right_palm_prox_roll,right_palm_prox_ax,right_palm_prox_ay,right_palm_prox_az,right_thumb_mcp_flex,right_thumb_pip_flex,right_thumb_mid_yaw,right_thumb_mid_pitch,right_thumb_mid_roll,right_thumb_mid_ax,right_thumb_mid_ay,right_thumb_mid_az,right_thumb_prox_yaw,right_thumb_prox_pitch,right_thumb_prox_roll,right_thumb_prox_ax,right_thumb_prox_ay,right_thumb_prox_az,right_index_mcp_flex,right_index_pip_flex,right_index_mid_yaw,right_index_mid_pitch,right_index_mid_roll,right_index_mid_ax,right_index_mid_ay,right_index_mid_az,right_index_prox_yaw,right_index_prox_pitch,right_index_prox_roll,right_index_prox_ax,right_index_prox_ay,right_index_prox_az,right_middle_mcp_flex,right_middle_pip_flex,right_middle_mid_yaw,right_middle_mid_pitch,right_middle_mid_roll,right_middle_mid_ax,right_middle_mid_ay,right_middle_mid_az,right_middle_prox_yaw,right_middle_prox_pitch,right_middle_prox_roll,right_middle_prox_ax,right_middle_prox_ay,right_middle_prox_az,right_ring_mcp_flex,right_ring_pip_flex,right_ring_mid_yaw,right_ring_mid_pitch,right_ring_mid_roll,right_ring_mid_ax,right_ring_mid_ay,right_ring_mid_az,right_ring_prox_yaw,right_ring_prox_pitch,right_ring_prox_roll,right_ring_prox_ax,right_ring_prox_ay,right_ring_prox_az,right_pinky_mcp_flex,right_pinky_pip_flex,right_pinky_mid_yaw,right_pinky_mid_pitch,right_pinky_mid_roll,right_pinky_mid_ax,right_pinky_mid_ay,right_pinky_mid_az,right_pinky_prox_yaw,right_pinky_prox_pitch,right_pinky_prox_roll,right_pinky_prox_ax,right_pinky_prox_ay,right_pinky_prox_az,right_wrist_ax,right_wrist_ay,right_wrist_az,right_wrist_heading,right_wrist_pitch,right_wrist_roll
12,1,2026-04-18T13:03:50.390,LeftGlove,51600,0,-1,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2056,1889,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1050,2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136,2287,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.15,3.11,9.36,0,0.44,-19.31,RightGlove,38185,0,-1,-1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2087,2132,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739,1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1622,2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3238,3435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2197,2073,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.31,4.62,8.41,359.94,0.56,-29.69
12,2,2026-04-18T13:03:50.492,LeftGlove,51649,57,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,-0.01,-0.01,-0.01,2059,1887,0.02,0,0,-0.06,0.0,0.01,-0.02,0,0,-0.04,0.0,0.02,1048,2083,0.04,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0,2047,0.0,0.0,0.0,0.0,0.02,-0.02,-0.02,0.0,0.0,-0.01,0.0,-0.01,2137,2287,-0.02,0,0,0.0,0.01,-0.03,0.01,0.0,0.0,0.0,0.0,-0.01,2007,2022,0.0,0.0,0.0,0.0,0.01,-0.04,0.01,0,0,-0.02,0.01,-0.01,-0.07,3.35,9.55,0,0.5,-19.31,RightGlove,38234,58,-1,-1,0,0,0,0,0,0,-0.02,0,0,-0.02,0.0,-0.09,2086,2131,0.0,0,0,0.01,0.01,-0.07,-0.01,0.0,0.0,0.02,-0.01,-0.09,1724,1669,0.02,0.0,0.0,-0.02,0.02,-0.09,0.0,0,0,-0.05,-0.01,-0.07,1643,2046,0.02,0.0,0.0,-0.02,0.02,-0.1,0.02,0,0,0.0,-0.03,-0.14,3238,3419,0.0,0.0,-0.01,-0.04,0.05,-0.11,0,0,0,0,0,0,2198,2075,-0.02,0,0,-0.02,0.01,-0.14,0.01,0.0,0,-0.07,-0.02,-0.12,-0.21,5.06,9.08,359.94,0.5,-29.69
12,3,2026-04-18T13:03:50.572,LeftGlove,51727,139,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.01,0.0,0.01,2057,1891,0.02,0,0,0.01,0.0,-0.03,-0.03,0,0,0.01,-0.01,-0.02,1067,2080,0.04,0.0,0.0,0.03,-0.01,-0.01,0.0,0.0,0.0,0.02,-0.01,-0.01,0,2055,0.0,0.0,0.0,0.02,-0.02,-0.01,-0.02,0.0,0.0,0.02,-0.02,-0.01,2140,2287,-0.02,0,0,0.02,-0.01,-0.02,0.01,0.0,0.0,0.02,-0.02,-0.03,2015,2023,0.0,0.0,0.0,0.02,0.0,-0.06,0.01,0,0,0.0,-0.02,-0.08,-0.14,3.31,9.4,0,0.44,-19.31,RightGlove,38312,139,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.02,0.02,0.02,2089,2135,0.0,0,0,0.01,0.01,0.03,-0.01,0.0,0.0,0.02,0.01,0.01,1735,1679,0.02,0.0,0.0,0.01,0.02,-0.03,0.0,0,0,0.0,0.01,-0.01,1623,2047,0.02,0.0,0.0,0.0,0.01,-0.03,0.02,0,0,-0.01,0.01,-0.01,3238,3432,0.0,0.0,-0.01,0.01,0.03,-0.03,0,0,0,0,0,0,2196,2073,-0.02,0,0,-0.04,0.0,-0.09,0.01,0.01,0,-0.07,-0.02,-0.07,0.12,4.79,8.68,359.94,0.56,-29.63
12,4,2026-04-18T13:03:50.586,LeftGlove,51769,180,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,2057,1891,0.02,0,0,0.0,0.0,-0.01,-0.03,0,0,0.0,0.0,0.0,1048,2079,0.04,0.0,0.0,0.03,-0.01,-0.02,0.0,0.0,0.0,0.03,-0.02,-0.04,0,2055,0.0,0.0,0.0,0.02,0.0,-0.02,-0.02,0.0,0.0,0.02,-0.01,-0.02,2138,2287,-0.02,0,0,0.01,0.01,-0.04,0.01,0.0,0.0,0.01,-0.02,-0.03,2007,2021,0.0,0.0,0.0,0.01,0.01,-0.04,0.01,0,0,0.0,0.01,-0.01,0.17,3.24,9.26,0,0.5,-19.25,RightGlove,38353,180,-1,-1,0,0,0,0,0,0,-0.02,0,0,-0.01,0.0,-0.03,2089,2133,0.0,0,0,0.0,0.0,-0.03,-0.01,0.0,0.0,-0.02,-0.02,-0.04,1741,1689,0.02,0.0,0.0,0.0,0.0,-0.03,0.0,0,0,-0.01,-0.02,-0.04,1619,2047,0.02,0.0,0.0,0.0,0.0,-0.04,0.02,0,0,0.01,-0.02,-0.05,3239,3436,0.0,0.0,-0.01,-0.03,0.0,-0.04,0,0,0,0,0,0,2201,2074,-0.02,0,0,-0.02,-0.01,-0.05,0.01,0.0,0,-0.03,-0.01,-0.02,0.11,4.83,8.62,359.94,0.56,-29.69
12,5,2026-04-18T13:03:50.628,LeftGlove,51809,220,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.01,2057,1892,0.02,0,0,0.0,0.0,0.0,-0.03,0,0,0.0,0.0,0.0,1049,2083,0.04,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,-0.03,0.01,0.03,0,2055,0.0,0.0,0.0,-0.01,-0.01,0.01,-0.02,0.0,0.0,-0.02,0.0,0.01,2137,2288,-0.02,0,0,-0.01,-0.01,0.01,0.01,0.0,0.0,-0.01,-0.01,0.01,2011,2019,0.0,0.0,0.0,-0.01,-0.01,0.01,0.01,0,0,0.0,-0.01,-0.01,0.08,3.16,9.15,0,0.5,-19.31,RightGlove,38393,220,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.01,0.01,0.02,2088,2133,0.0,0,0,-0.01,0.01,0.01,-0.01,0.0,0.0,-0.01,0.0,0.01,1737,1683,0.02,0.0,0.0,-0.01,0.0,0.01,0.0,0,0,-0.01,0.01,0.02,1621,2055,0.02,0.0,0.0,-0.01,0.0,0.01,0.02,0,0,-0.01,0.01,0.01,3247,3435,0.0,0.0,-0.01,-0.01,0.0,0.0,0,0,0,0,0,0,2197,2072,-0.02,0,0,-0.01,0.0,-0.02,0.01,0.01,0,-0.02,0.0,-0.01,0.11,4.87,8.4,359.94,0.56,-29.69
12,6,2026-04-18T13:03:50.641,LeftGlove,51849,259,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,-0.01,2045,1891,0.02,0,0,0.0,0.0,-0.01,-0.03,0,0,-0.01,0.0,0.0,1047,2083,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,2055,0.0,0.0,0.0,0.0,0.01,0.01,-0.02,0.0,0.0,0.01,0.01,0.0,2137,2294,-0.02,0,0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,2007,2023,0.0,0.0,0.0,0.0,0.01,-0.01,0.01,0,0,0.0,0.01,0.01,0.07,3.29,9.21,0,0.5,-19.25,RightGlove,38433,260,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.0,0.0,0.0,2089,2135,0.0,0,0,0.01,0.0,-0.01,-0.01,0.0,0.0,0.03,0.01,-0.01,1741,1678,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0,0,0.0,0.01,-0.01,1621,2045,0.02,0.0,0.0,0.01,0.01,-0.01,0.02,0,0,0.0,0.01,0.0,3240,3429,3.13,-3.14,-3.14,-1.02,-0.35,-1.02,0,0,0,0,0,0,2195,2075,-0.02,0,0,0.01,0.0,0.01,0.01,0.01,0,0.02,0.01,0.01,0.09,4.87,8.49,359.94,0.56,-29.69
12,7,2026-04-18T13:03:50.666,LeftGlove,51889,299,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,2058,1885,0.02,0,0,0.0,0.0,0.0,-0.03,0,0,0.0,0.0,0.0,1048,2075,0.04,0.0,0.0,-0.01,0.0,-0.01,0.0,0.0,0.0,-0.01,-0.01,0.0,0,2055,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,0.0,0.0,0.0,-0.01,-0.01,2137,2292,-0.02,0,0,-0.01,-0.01,0.0,0.01,0.0,0.0,0.0,-0.01,-0.01,2008,2023,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0,0,0.01,0.0,-0.01,0.12,3.19,9.18,0,0.5,-19.25,RightGlove,38473,300,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.0,0.0,0.0,2086,2126,0.0,0,0,0.0,-0.01,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,1738,1677,0.02,0.0,0.0,0.0,0.0,-0.01,0.0,0,0,0.0,0.0,-0.01,1620,2039,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0.0,0.0,0.0,3238,3431,0.0,0.0,-0.01,-0.01,-0.01,0.0,0,0,0,0,0,0,2199,2076,-0.02,0,0,0.0,0.0,0.01,0.01,0.01,0,0.0,0.0,0.0,0.13,4.83,8.49,359.94,0.56,-29.69
12,8,2026-04-18T13:03:50.679,LeftGlove,51928,339,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,2056,1891,0.02,0,0,-0.01,0.0,0.0,-0.03,0,0,0.0,0.01,0.0,1051,2083,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,2056,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,2139,2292,-0.02,0,0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,2007,2021,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,0,0,-0.01,0.0,0.01,0.04,3.24,9.23,0,0.5,-19.25,RightGlove,38512,339,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.0,0.0,-0.01,2090,2132,0.0,0,0,0.0,0.0,0.0,-0.01,0.0,0.0,-0.02,-0.01,0.0,1737,1681,0.02,0.0,0.0,0.0,-0.01,0.0,0.0,0,0,-0.01,0.0,0.0,1625,2047,0.02,0.0,0.0,0.0,0.0,-0.01,0.02,0,0,0.0,0.01,0.0,3239,3433,0.0,0.0,-0.01,0.0,0.0,0.0,0,0,0,0,0,0,2199,2073,-0.02,0,0,-0.01,0.0,0.0,0.01,0.01,0,-0.01,0.0,0.0,0.1,4.88,8.49,359.94,0.56,-29.69
12,9,2026-04-18T13:03:50.703,LeftGlove,51968,379,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,2059,1891,0.02,0,0,0.0,0.0,0.0,-0.03,0,0,0.0,0.0,0.0,1051,2085,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0,2055,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,2137,2288,-0.02,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,2008,2022,0.0,0.0,0.0,0.01,0.01,-0.01,0.01,0,0,0.01,0.0,0.0,0.11,3.2,9.17,0,0.5,-19.25,RightGlove,38552,379,-1,-1,0,0,0,0,0,0,-0.02,0,0,0.01,0.0,0.0,2088,2131,0.0,0,0,0.0,0.0,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,1741,1679,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,1621,2054,0.02,0.0,0.0,-0.01,0.0,0.0,0.02,0,0,-0.01,0.0,0.0,3243,3433,0.0,0.0,-0.01,0.0,0.01,0.0,0,0,0,0,0,0,2199,2075,-0.02,0,0,0.01,0.0,0.0,0.01,0.01,0,0.0,0.0,0.0,0.14,4.87,8.47,359.94,0.56,-29.69
12,10,2026-04-18T13:03:50.717,LeftGlove,52008,419,-1,-1,0,0,0,0,0,0,0.02,0.0,0.0,-0.01,0.0,0.0,2057,1891,0.02,0,0,0.0,0.0,0.0,-0.03,0,0,0.0,0.0,0.0,1050,2083,0.04,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0,2055,0.0,0.0,0.0,-0.01,0.0,0.0,-0.02,0.0,0.0,-0.01,0.0,0.0,2139,2291,-0.02,0,0,0.0,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.01,2009,2023,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0,0,0.0,0.0,0.01,0.1,3.23,9.23,0,0.5,-19.25,RightGlove,38592,419,-1,-1,0,0,0,0,0,0,-0.02,0,0,-0.01,-0.01,0.0,2089,2129,0.0,0,0,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,1739,1675,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.01,0.0,0.0,1619,2045,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0.0,0.0,-0.01,3238,3429,0.0,0.0,-0.01,-0.01,0.0,0.0,0,0,0,0,0,0,2198,2073,-0.02,0,0,0.0,-0.01,0.0,0.01,0.01,0,0.0,0.0,-0.01,0.11,4.84,8.49,359.94,0.56,-29.69
