run_timestamp,request_id,request_ts,glove_received
2026-04-15 21:02:14,1,2026-04-15T11:02:17.802Z,False
2026-04-15 21:02:14,2,2026-04-15T11:02:17.903Z,False
2026-04-15 21:02:14,3,2026-04-15T11:02:18.003Z,False
2026-04-15 21:02:14,4,2026-04-15T11:02:18.104Z,False
2026-04-15 21:02:14,5,2026-04-15T11:02:18.204Z,False
2026-04-15 21:02:14,6,2026-04-15T11:02:18.305Z,False
2026-04-15 21:02:14,7,2026-04-15T11:02:18.407Z,False
2026-04-15 21:02:14,8,2026-04-15T11:02:18.508Z,False
2026-04-15 21:02:14,9,2026-04-15T11:02:18.608Z,False
2026-04-15 21:02:14,10,2026-04-15T11:02:18.709Z,False
2026-04-15 21:02:14,11,2026-04-15T11:02:18.809Z,False
2026-04-15 21:02:14,12,2026-04-15T11:02:18.909Z,False
2026-04-15 21:02:14,13,2026-04-15T11:02:19.010Z,False
2026-04-15 21:02:14,14,2026-04-15T11:02:19.110Z,False
2026-04-15 21:02:14,15,2026-04-15T11:02:19.211Z,False
2026-04-15 21:02:14,16,2026-04-15T11:02:19.312Z,False
2026-04-15 21:02:14,17,2026-04-15T11:02:19.413Z,False
2026-04-15 21:02:14,18,2026-04-15T11:02:19.513Z,False
2026-04-15 21:02:14,19,2026-04-15T11:02:19.614Z,False
2026-04-15 21:02:14,20,2026-04-15T11:02:19.714Z,False
2026-04-15 21:02:14,21,2026-04-15T11:02:19.815Z,False
2026-04-15 21:02:14,22,2026-04-15T11:02:19.915Z,False
2026-04-15 21:02:14,23,2026-04-15T11:02:20.016Z,False
2026-04-15 21:02:14,24,2026-04-15T11:02:20.116Z,False
2026-04-15 21:02:14,25,2026-04-15T11:02:20.217Z,False
2026-04-15 21:02:14,26,2026-04-15T11:02:20.317Z,False
2026-04-15 21:02:14,27,2026-04-15T11:02:20.418Z,False
2026-04-15 21:02:14,28,2026-04-15T11:02:20.518Z,False
2026-04-15 21:02:14,29,2026-04-15T11:02:20.619Z,False
2026-04-15 21:02:14,30,2026-04-15T11:02:20.720Z,False
2026-04-15 21:02:14,31,2026-04-15T11:02:20.820Z,False
2026-04-15 21:02:14,32,2026-04-15T11:02:20.921Z,False
2026-04-15 21:02:14,33,2026-04-15T11:02:21.021Z,False
2026-04-15 21:02:14,34,2026-04-15T11:02:21.122Z,False
2026-04-15 21:02:14,35,2026-04-15T11:02:21.223Z,False
2026-04-15 21:02:14,36,2026-04-15T11:02:21.323Z,False
2026-04-15 21:02:14,37,2026-04-15T11:02:21.424Z,False
