run_timestamp,request_id,request_ts,glove_received
2026-04-15 07:44:36,1,2026-04-14T21:44:38.513Z,False
2026-04-15 07:44:36,2,2026-04-14T21:44:38.614Z,False
2026-04-15 07:44:36,3,2026-04-14T21:44:38.714Z,False
2026-04-15 07:44:36,4,2026-04-14T21:44:38.814Z,False
2026-04-15 07:44:36,5,2026-04-14T21:44:38.915Z,False
2026-04-15 07:44:36,6,2026-04-14T21:44:39.015Z,False
2026-04-15 07:44:36,7,2026-04-14T21:44:39.116Z,False
2026-04-15 07:44:36,8,2026-04-14T21:44:39.216Z,False
2026-04-15 07:44:36,9,2026-04-14T21:44:39.317Z,False
2026-04-15 07:44:36,10,2026-04-14T21:44:39.417Z,False
2026-04-15 07:44:36,11,2026-04-14T21:44:39.518Z,False
2026-04-15 07:44:36,12,2026-04-14T21:44:39.618Z,False
2026-04-15 07:44:36,13,2026-04-14T21:44:39.719Z,False
2026-04-15 07:44:36,14,2026-04-14T21:44:39.819Z,False
2026-04-15 07:44:36,15,2026-04-14T21:44:39.919Z,False
2026-04-15 07:44:36,16,2026-04-14T21:44:40.020Z,False
2026-04-15 07:44:36,17,2026-04-14T21:44:40.120Z,False
2026-04-15 07:44:36,18,2026-04-14T21:44:40.221Z,False
2026-04-15 07:44:36,19,2026-04-14T21:44:40.321Z,False
2026-04-15 07:44:36,20,2026-04-14T21:44:40.422Z,False
2026-04-15 07:44:36,21,2026-04-14T21:44:40.522Z,False
2026-04-15 07:44:36,22,2026-04-14T21:44:40.622Z,False
2026-04-15 07:44:36,23,2026-04-14T21:44:40.723Z,False
2026-04-15 07:44:36,24,2026-04-14T21:44:40.823Z,False
2026-04-15 07:44:36,25,2026-04-14T21:44:40.924Z,False
2026-04-15 07:44:36,26,2026-04-14T21:44:41.024Z,False
2026-04-15 07:44:36,27,2026-04-14T21:44:41.125Z,False
2026-04-15 07:44:36,28,2026-04-14T21:44:41.225Z,False
2026-04-15 07:44:36,29,2026-04-14T21:44:41.326Z,False
2026-04-15 07:44:36,30,2026-04-14T21:44:41.426Z,False
2026-04-15 07:44:36,31,2026-04-14T21:44:41.527Z,False
2026-04-15 07:44:36,32,2026-04-14T21:44:41.627Z,False
2026-04-15 07:44:36,33,2026-04-14T21:44:41.728Z,False
2026-04-15 07:44:36,34,2026-04-14T21:44:41.828Z,False
2026-04-15 07:44:36,35,2026-04-14T21:44:41.929Z,False
2026-04-15 07:44:36,36,2026-04-14T21:44:42.029Z,False
2026-04-15 07:44:36,37,2026-04-14T21:44:42.130Z,False
2026-04-15 07:44:36,38,2026-04-14T21:44:42.230Z,False
2026-04-15 07:44:36,39,2026-04-14T21:44:42.331Z,False
2026-04-15 07:44:36,40,2026-04-14T21:44:42.431Z,False
2026-04-15 07:44:36,41,2026-04-14T21:44:42.532Z,False
2026-04-15 07:44:36,42,2026-04-14T21:44:42.632Z,False
2026-04-15 07:44:36,43,2026-04-14T21:44:42.733Z,False
2026-04-15 07:44:36,44,2026-04-14T21:44:42.833Z,False
2026-04-15 07:44:36,45,2026-04-14T21:44:42.934Z,False
2026-04-15 07:44:36,46,2026-04-14T21:44:43.034Z,False
2026-04-15 07:44:36,47,2026-04-14T21:44:43.135Z,False
2026-04-15 07:44:36,48,2026-04-14T21:44:43.235Z,False
2026-04-15 07:44:36,49,2026-04-14T21:44:43.336Z,False
2026-04-15 07:44:36,50,2026-04-14T21:44:43.436Z,False
2026-04-15 07:44:36,51,2026-04-14T21:44:43.537Z,False
2026-04-15 07:44:36,52,2026-04-14T21:44:43.637Z,False
2026-04-15 07:44:36,53,2026-04-14T21:44:43.738Z,False
2026-04-15 07:44:36,54,2026-04-14T21:44:43.838Z,False
2026-04-15 07:44:36,55,2026-04-14T21:44:43.939Z,False
